Location,Period,Dimension,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births)
Jordan,1987,Female,30.95 [28.94-33.01]
Jordan,1986,Both sexes,33.86 [31.93-35.86]
Jordan,1986,Male,35.42 [33.27-37.73]
Jordan,1986,Female,32.21 [30.15-34.33]
Jordan,1985,Both sexes,35.19 [33.23-37.24]
Jordan,1985,Male,36.72 [34.5-39.05]
Jordan,1985,Female,33.59 [31.46-35.76]
Jordan,1984,Both sexes,36.61 [34.58-38.72]
Jordan,1984,Male,38.07 [35.82-40.48]
Jordan,1984,Female,35.06 [32.87-37.32]
Jordan,1983,Both sexes,38.11 [36.02-40.3]
Jordan,1983,Male,39.49 [37.19-42]
Jordan,1983,Female,36.64 [34.35-39]
Jordan,1982,Both sexes,39.68 [37.47-41.97]
Jordan,1982,Male,40.96 [38.55-43.56]
Jordan,1982,Female,38.32 [35.92-40.75]
Jordan,1981,Both sexes,41.31 [39.01-43.7]
Jordan,1981,Male,42.54 [40.01-45.22]
Jordan,1981,Female,40 [37.53-42.55]
Jordan,1980,Both sexes,43.02 [40.61-45.54]
Jordan,1980,Male,44.2 [41.55-47]
Jordan,1980,Female,41.76 [39.17-44.47]
Jordan,1979,Both sexes,44.82 [42.3-47.44]
Jordan,1979,Male,45.92 [43.16-48.84]
Jordan,1979,Female,43.65 [40.93-46.45]
Jordan,1978,Both sexes,46.7 [44.1-49.41]
Jordan,1978,Male,47.7 [44.84-50.74]
Jordan,1978,Female,45.64 [42.8-48.52]
Jordan,1977,Both sexes,48.67 [45.94-51.47]
Jordan,1977,Male,49.63 [46.66-52.7]
Jordan,1977,Female,47.65 [44.67-50.66]
Jordan,1976,Both sexes,50.68 [47.92-53.59]
Jordan,1976,Male,51.66 [48.63-54.89]
Jordan,1976,Female,49.7 [46.64-52.8]
Jordan,1975,Both sexes,52.82 [49.93-55.86]
Jordan,1975,Male,53.73 [50.55-57.07]
Jordan,1975,Female,51.85 [48.73-55.15]
Jordan,1974,Both sexes,55.03 [52.1-58.23]
Jordan,1974,Male,55.9 [52.62-59.39]
Jordan,1974,Female,54.15 [50.88-57.53]
Jordan,1973,Both sexes,57.37 [54.29-60.67]
Jordan,1973,Male,58.18 [54.7-61.81]
Jordan,1973,Female,56.54 [53.16-60.14]
Jordan,1972,Both sexes,59.84 [56.6-63.33]
Jordan,1972,Male,60.62 [57-64.43]
Jordan,1972,Female,59.03 [55.5-62.89]
Jordan,1971,Both sexes,62.48 [59.05-66.13]
Jordan,1971,Male,63.28 [59.47-67.32]
Jordan,1971,Female,61.62 [57.87-65.69]
Jordan,1970,Both sexes,65.29 [61.67-69.13]
Jordan,1970,Male,66.06 [62.04-70.29]
Jordan,1970,Female,64.38 [60.42-68.71]
Jordan,1969,Both sexes,68.24 [64.38-72.28]
Jordan,1969,Male,68.99 [64.77-73.5]
Jordan,1969,Female,67.34 [63.17-71.97]
Jordan,1968,Both sexes,71.37 [67.26-75.72]
Jordan,1968,Male,72.15 [67.67-77.02]
Jordan,1968,Female,70.49 [66-75.37]
Jordan,1967,Both sexes,74.8 [70.34-79.4]
Jordan,1967,Male,75.6 [70.69-80.8]
Jordan,1967,Female,73.9 [69.09-79.1]
Jordan,1966,Both sexes,78.43 [73.71-83.37]
Jordan,1966,Male,79.3 [74.14-84.91]
Jordan,1966,Female,77.45 [72.37-83]
Jordan,1965,Both sexes,82.38 [77.28-87.71]
Jordan,1965,Male,83.3 [77.76-89.26]
Jordan,1965,Female,81.31 [75.85-87.24]
Jordan,1964,Both sexes,86.59 [81.18-92.36]
Jordan,1964,Male,87.62 [81.61-93.94]
Jordan,1964,Female,85.53 [79.7-91.9]
Jordan,1963,Both sexes,91.17 [85.4-97.43]
Jordan,1963,Male,92.27 [85.9-99.17]
Jordan,1963,Female,89.99 [83.76-96.94]
Jordan,1962,Both sexes,96.16 [89.94-102.9]
Jordan,1962,Male,97.24 [90.36-104.7]
Jordan,1962,Female,94.87 [88.16-102.3]
Jordan,1961,Both sexes,101.4 [94.7-108.6]
Jordan,1961,Male,102.6 [95.11-110.7]
Jordan,1961,Female,100.2 [92.85-108.1]
Jordan,1960,Both sexes,107 [99.81-114.8]
Jordan,1960,Male,108.1 [100.2-116.9]
Jordan,1960,Female,105.8 [97.89-114.3]
Jordan,1959,Both sexes,112.8 [105-121.5]
Jordan,1959,Male,114 [105.5-123.5]
Jordan,1959,Female,111.6 [103-121]
Jordan,1958,Both sexes,119 [110.5-128.8]
Jordan,1958,Male,120.2 [111-130.9]
Jordan,1958,Female,117.7 [108.4-128.4]
Jordan,1957,Both sexes,125.6 [116.1-136.6]
Jordan,1957,Male,126.8 [116.8-138.6]
Jordan,1957,Female,124.3 [114.2-136.3]
Jordan,1956,Both sexes,132.7 [122-144.6]
Jordan,1956,Male,133.9 [122.6-146.9]
Jordan,1956,Female,131.3 [120.1-144.3]
Jordan,1955,Both sexes,140 [128.6-153.3]
Jordan,1955,Male,141.3 [129-155.6]
Jordan,1955,Female,138.7 [126.4-152.8]
Jordan,1954,Both sexes,147.7 [135.1-162.7]
Jordan,1954,Male,149.1 [135.7-165]
Jordan,1954,Female,146.2 [132.9-162]
Jordan,1953,Both sexes,156.1 [142-172.9]
Jordan,1953,Male,157.6 [142.5-175.1]
Jordan,1953,Female,154.4 [139.6-172]
Jordan,1952,Both sexes,164.9 [149.1-183.7]
Jordan,1952,Male,166.6 [149.8-186.1]
Jordan,1952,Female,163 [146.2-182.7]
Jordan,1951,Both sexes,174.2 [156.4-195.6]
Jordan,1951,Male,176.4 [157.6-198.4]
Jordan,1951,Female,172.1 [153.3-194.3]
Jordan,1950,Both sexes,184 [163.9-208.7]
Jordan,1950,Male,186.4 [165.1-212.2]
Jordan,1950,Female,181.7 [160.6-207]
Kazakhstan,2019,Both sexes,9.3 [8.97-9.65]
Kazakhstan,2019,Male,10.46 [9.95-11.01]
Kazakhstan,2019,Female,8.08 [7.6-8.59]
Kazakhstan,2018,Both sexes,9.2 [8.97-9.42]
Kazakhstan,2018,Male,10.34 [9.93-10.8]
Kazakhstan,2018,Female,7.98 [7.56-8.41]
Kazakhstan,2017,Both sexes,9.33 [9.11-9.56]
Kazakhstan,2017,Male,10.5 [10.07-10.96]
Kazakhstan,2017,Female,8.1 [7.67-8.53]
Kazakhstan,2016,Both sexes,9.77 [9.54-10.01]
Kazakhstan,2016,Male,11.02 [10.57-11.5]
Kazakhstan,2016,Female,8.46 [8.01-8.9]
Kazakhstan,2015,Both sexes,10.54 [10.3-10.78]
Kazakhstan,2015,Male,11.89 [11.4-12.39]
Kazakhstan,2015,Female,9.12 [8.64-9.58]
Kazakhstan,2014,Both sexes,11.63 [11.39-11.88]
Kazakhstan,2014,Male,13.16 [12.64-13.7]
Kazakhstan,2014,Female,10.03 [9.52-10.54]
Kazakhstan,2013,Both sexes,13.02 [12.74-13.31]
Kazakhstan,2013,Male,14.74 [14.16-15.35]
Kazakhstan,2013,Female,11.21 [10.62-11.77]
Kazakhstan,2012,Both sexes,14.61 [14.3-14.93]
Kazakhstan,2012,Male,16.56 [15.93-17.25]
Kazakhstan,2012,Female,12.56 [11.91-13.18]
Kazakhstan,2011,Both sexes,16.36 [16.01-16.73]
Kazakhstan,2011,Male,18.57 [17.87-19.31]
Kazakhstan,2011,Female,14.05 [13.33-14.75]
Kazakhstan,2010,Both sexes,18.2 [17.8-18.6]
Kazakhstan,2010,Male,20.66 [19.88-21.48]
Kazakhstan,2010,Female,15.61 [14.82-16.4]
Kazakhstan,2009,Both sexes,20.05 [19.6-20.5]
Kazakhstan,2009,Male,22.76 [21.89-23.67]
Kazakhstan,2009,Female,17.19 [16.34-18.06]
Kazakhstan,2008,Both sexes,21.91 [21.26-22.59]
Kazakhstan,2008,Male,24.86 [23.8-26.01]
Kazakhstan,2008,Female,18.79 [17.81-19.79]
Kazakhstan,2007,Both sexes,23.76 [22.74-24.82]
Kazakhstan,2007,Male,26.96 [25.57-28.46]
Kazakhstan,2007,Female,20.4 [19.13-21.66]
Kazakhstan,2006,Both sexes,25.57 [23.99-27.23]
Kazakhstan,2006,Male,28.99 [27.04-31.09]
Kazakhstan,2006,Female,21.96 [20.32-23.69]
Kazakhstan,2005,Both sexes,27.31 [25.2-29.5]
Kazakhstan,2005,Male,30.96 [28.47-33.67]
Kazakhstan,2005,Female,23.49 [21.42-25.63]
Kazakhstan,2004,Both sexes,29 [26.51-31.54]
Kazakhstan,2004,Male,32.83 [29.89-35.92]
Kazakhstan,2004,Female,24.96 [22.63-27.4]
Kazakhstan,2003,Both sexes,30.7 [27.96-33.49]
Kazakhstan,2003,Male,34.73 [31.45-38.11]
Kazakhstan,2003,Female,26.45 [23.87-29.08]
Kazakhstan,2002,Both sexes,32.5 [29.62-35.4]
Kazakhstan,2002,Male,36.76 [33.31-40.31]
Kazakhstan,2002,Female,28.02 [25.31-30.79]
Kazakhstan,2001,Both sexes,34.43 [31.47-37.39]
Kazakhstan,2001,Male,38.9 [35.41-42.5]
Kazakhstan,2001,Female,29.7 [26.98-32.57]
Kazakhstan,2000,Both sexes,36.43 [33.47-39.54]
Kazakhstan,2000,Male,41.15 [37.69-44.86]
Kazakhstan,2000,Female,31.45 [28.7-34.41]
Kazakhstan,1999,Both sexes,38.51 [35.46-41.72]
Kazakhstan,1999,Male,43.45 [39.87-47.36]
Kazakhstan,1999,Female,33.25 [30.38-36.35]
Kazakhstan,1998,Both sexes,40.5 [37.37-43.92]
Kazakhstan,1998,Male,45.71 [41.95-49.82]
Kazakhstan,1998,Female,35 [32.01-38.29]
Kazakhstan,1997,Both sexes,42.38 [39.05-45.93]
Kazakhstan,1997,Male,47.79 [43.82-52.07]
Kazakhstan,1997,Female,36.69 [33.53-40.15]
Kazakhstan,1996,Both sexes,43.95 [40.35-47.65]
Kazakhstan,1996,Male,49.51 [45.25-53.91]
Kazakhstan,1996,Female,38.07 [34.68-41.7]
Kazakhstan,1995,Both sexes,44.8 [40.97-48.75]
Kazakhstan,1995,Male,50.44 [45.89-55.17]
Kazakhstan,1995,Female,38.84 [35.26-42.68]
Kazakhstan,1994,Both sexes,44.92 [40.89-49.03]
Kazakhstan,1994,Male,50.55 [45.87-55.42]
Kazakhstan,1994,Female,38.94 [35.23-42.93]
Kazakhstan,1993,Both sexes,44.57 [40.4-48.86]
Kazakhstan,1993,Male,50.18 [45.34-55.21]
Kazakhstan,1993,Female,38.67 [34.81-42.7]
Kazakhstan,1992,Both sexes,44.15 [40.05-48.4]
Kazakhstan,1992,Male,49.7 [44.9-54.71]
Kazakhstan,1992,Female,38.34 [34.52-42.32]
Kazakhstan,1991,Both sexes,43.91 [39.97-48.04]
Kazakhstan,1991,Male,49.37 [44.78-54.19]
Kazakhstan,1991,Female,38.17 [34.46-42.03]
Kazakhstan,1990,Both sexes,44.06 [40.29-48.05]
Kazakhstan,1990,Male,49.5 [45.08-54.17]
Kazakhstan,1990,Female,38.29 [34.7-42.09]
Kazakhstan,1989,Both sexes,44.65 [40.9-48.65]
Kazakhstan,1989,Male,50.15 [45.72-54.82]
Kazakhstan,1989,Female,38.87 [35.31-42.76]
Kazakhstan,1988,Both sexes,45.66 [41.72-49.91]
Kazakhstan,1988,Male,51.23 [46.57-56.26]
Kazakhstan,1988,Female,39.8 [36.06-43.94]
Kazakhstan,1987,Both sexes,46.94 [42.71-51.55]
Kazakhstan,1987,Male,52.62 [47.64-58.08]
Kazakhstan,1987,Female,40.97 [36.96-45.36]
Kazakhstan,1986,Both sexes,48.39 [43.82-53.4]
Kazakhstan,1986,Male,54.17 [48.92-60.11]
Kazakhstan,1986,Female,42.27 [37.91-47.04]
Kazakhstan,1985,Both sexes,49.95 [44.99-55.35]
Kazakhstan,1985,Male,55.88 [50.18-62.3]
Kazakhstan,1985,Female,43.69 [38.99-48.78]
Kazakhstan,1984,Both sexes,51.55 [46.38-57.15]
Kazakhstan,1984,Male,57.6 [51.73-64.2]
Kazakhstan,1984,Female,45.15 [40.24-50.51]
Kazakhstan,1983,Both sexes,53.16 [47.86-58.99]
Kazakhstan,1983,Male,59.41 [53.36-66.2]
Kazakhstan,1983,Female,46.62 [41.58-52.19]
Kazakhstan,1982,Both sexes,54.86 [49.52-60.77]
Kazakhstan,1982,Male,61.23 [55.07-68.1]
Kazakhstan,1982,Female,48.19 [43.04-53.79]
Kazakhstan,1981,Both sexes,56.56 [51.18-62.62]
Kazakhstan,1981,Male,63.08 [56.79-70.13]
Kazakhstan,1981,Female,49.72 [44.55-55.38]
Kazakhstan,1980,Both sexes,58.1 [52.6-64.45]
Kazakhstan,1980,Male,64.81 [58.25-72.1]
Kazakhstan,1980,Female,51.11 [45.81-56.95]
Kazakhstan,1979,Both sexes,59.41 [53.65-66.03]
Kazakhstan,1979,Male,66.17 [59.45-73.88]
Kazakhstan,1979,Female,52.29 [46.81-58.39]
Kazakhstan,1978,Both sexes,60.47 [54.45-67.57]
Kazakhstan,1978,Male,67.33 [60.25-75.68]
Kazakhstan,1978,Female,53.28 [47.5-59.85]
Kazakhstan,1977,Both sexes,61.42 [54.97-68.87]
Kazakhstan,1977,Male,68.35 [60.81-77.1]
Kazakhstan,1977,Female,54.16 [48.05-61.15]
Kazakhstan,1976,Both sexes,62.25 [55.21-70.32]
Kazakhstan,1976,Male,69.27 [61.13-78.48]
Kazakhstan,1976,Female,54.95 [48.38-62.43]
Kazakhstan,1975,Both sexes,63.2 [55.55-71.97]
Kazakhstan,1975,Male,70.22 [61.42-80.14]
Kazakhstan,1975,Female,55.79 [48.75-63.92]
Kazakhstan,1974,Both sexes,64.32 [56.02-73.8]
Kazakhstan,1974,Male,71.44 [61.87-82.26]
Kazakhstan,1974,Female,56.82 [49.28-65.66]
Kazakhstan,1973,Both sexes,65.6 [56.58-75.98]
Kazakhstan,1973,Male,72.79 [62.52-84.77]
Kazakhstan,1973,Female,58.07 [49.84-67.74]
Kazakhstan,1972,Both sexes,67.02 [57.09-78.86]
Kazakhstan,1972,Male,74.31 [63-87.61]
Kazakhstan,1972,Female,59.33 [50.28-70.26]
Kazakhstan,1971,Both sexes,68.53 [56.86-82.69]
Kazakhstan,1971,Male,75.87 [62.76-92.05]
Kazakhstan,1971,Female,60.77 [50.19-73.77]
Kenya,2019,Both sexes,31.87 [24.68-41.17]
Kenya,2019,Male,34.92 [27.06-45.26]
Kenya,2019,Female,28.5 [22.05-37]
Kenya,2018,Both sexes,32.82 [26.26-41.24]
Kenya,2018,Male,36 [28.82-45.4]
Kenya,2018,Female,29.4 [23.47-37.13]
Kenya,2017,Both sexes,33.9 [27.98-41.58]
Kenya,2017,Male,37.22 [30.65-45.62]
Kenya,2017,Female,30.46 [25.04-37.41]
Kenya,2016,Both sexes,34.45 [29.25-41.09]
Kenya,2016,Male,37.87 [32.05-45.16]
Kenya,2016,Female,30.94 [26.17-36.98]
Kenya,2015,Both sexes,35.32 [30.6-41.03]
Kenya,2015,Male,38.75 [33.46-45.12]
Kenya,2015,Female,31.71 [27.39-36.95]
Kenya,2014,Both sexes,36.53 [32.17-41.62]
Kenya,2014,Male,40.06 [35.19-45.69]
Kenya,2014,Female,32.81 [28.87-37.51]
Kenya,2013,Both sexes,37.47 [33.51-41.91]
Kenya,2013,Male,41.04 [36.59-46.1]
Kenya,2013,Female,33.7 [30.07-37.88]
Kenya,2012,Both sexes,38.24 [34.62-42.15]
Kenya,2012,Male,41.9 [37.78-46.38]
Kenya,2012,Female,34.39 [31.05-38.13]
Kenya,2011,Both sexes,38.56 [35.29-42.11]
Kenya,2011,Male,42.24 [38.43-46.32]
Kenya,2011,Female,34.72 [31.62-38.12]
Kenya,2010,Both sexes,39.44 [36.33-42.89]
Kenya,2010,Male,43.19 [39.53-47.2]
Kenya,2010,Female,35.49 [32.49-38.82]
Kenya,2009,Both sexes,40.34 [37.17-43.71]
Kenya,2009,Male,44.15 [40.45-48.09]
Kenya,2009,Female,36.3 [33.3-39.62]
Kenya,2008,Both sexes,41.41 [38.2-44.78]
Kenya,2008,Male,45.31 [41.62-49.24]
Kenya,2008,Female,37.32 [34.28-40.61]
Kenya,2007,Both sexes,43.78 [40.43-47.27]
Kenya,2007,Male,47.83 [43.98-51.86]
Kenya,2007,Female,39.52 [36.34-42.91]
Kenya,2006,Both sexes,45.78 [42.4-49.3]
Kenya,2006,Male,50 [46.13-54.04]
Kenya,2006,Female,41.34 [38.12-44.76]
Kenya,2005,Both sexes,48.1 [44.74-51.59]
Kenya,2005,Male,52.48 [48.62-56.48]
Kenya,2005,Female,43.48 [40.26-46.93]
Kenya,2004,Both sexes,50.74 [47.38-54.23]
Kenya,2004,Male,55.28 [51.45-59.26]
Kenya,2004,Female,45.95 [42.7-49.4]
Kenya,2003,Both sexes,53.08 [49.79-56.67]
Kenya,2003,Male,57.78 [54.04-61.88]
Kenya,2003,Female,48.13 [44.93-51.66]
Kenya,2002,Both sexes,55.38 [52.02-59.11]
Kenya,2002,Male,60.22 [56.33-64.45]
Kenya,2002,Female,50.27 [47.04-53.94]
Kenya,2001,Both sexes,57.64 [54.13-61.53]
Kenya,2001,Male,62.59 [58.53-66.96]
Kenya,2001,Female,52.43 [49.06-56.18]
Kenya,2000,Both sexes,59.75 [56.15-63.74]
Kenya,2000,Male,64.82 [60.68-69.32]
Kenya,2000,Female,54.42 [50.88-58.28]
Kenya,1999,Both sexes,61.73 [58.08-65.76]
Kenya,1999,Male,66.91 [62.68-71.46]
Kenya,1999,Female,56.29 [52.66-60.28]
Kenya,1998,Both sexes,63.51 [59.88-67.49]
Kenya,1998,Male,68.82 [64.56-73.34]
Kenya,1998,Female,57.97 [54.34-61.98]
Kenya,1997,Both sexes,65.14 [61.52-69.15]
Kenya,1997,Male,70.54 [66.35-75.09]
Kenya,1997,Female,59.5 [55.89-63.53]
Kenya,1996,Both sexes,66.53 [62.9-70.54]
Kenya,1996,Male,72.01 [67.75-76.54]
Kenya,1996,Female,60.81 [57.17-64.83]
Kenya,1995,Both sexes,67.59 [63.94-71.54]
Kenya,1995,Male,73.06 [68.84-77.6]
Kenya,1995,Female,61.88 [58.19-65.88]
Kenya,1994,Both sexes,68.02 [64.36-71.92]
Kenya,1994,Male,73.42 [69.21-78.01]
Kenya,1994,Female,62.31 [58.58-66.33]
Kenya,1993,Both sexes,67.87 [64.26-71.88]
Kenya,1993,Male,73.25 [69.05-77.81]
Kenya,1993,Female,62.25 [58.54-66.25]
Kenya,1992,Both sexes,67.21 [63.56-71.17]
Kenya,1992,Male,72.49 [68.36-76.97]
Kenya,1992,Female,61.65 [58.02-65.63]
Kenya,1991,Both sexes,66.08 [62.53-69.93]
Kenya,1991,Male,71.25 [67.19-75.58]
Kenya,1991,Female,60.66 [57.07-64.49]
Kenya,1990,Both sexes,64.84 [61.36-68.64]
Kenya,1990,Male,69.84 [65.84-74.06]
Kenya,1990,Female,59.59 [56.13-63.34]
Kenya,1989,Both sexes,63.67 [60.23-67.45]
Kenya,1989,Male,68.62 [64.64-72.81]
Kenya,1989,Female,58.46 [55.04-62.31]
Kenya,1988,Both sexes,62.82 [59.33-66.5]
Kenya,1988,Male,67.74 [63.75-71.91]
Kenya,1988,Female,57.65 [54.22-61.38]
Kenya,1987,Both sexes,62.37 [58.83-66.05]
Kenya,1987,Male,67.3 [63.23-71.47]
Kenya,1987,Female,57.19 [53.73-60.99]
Kenya,1986,Both sexes,62.41 [58.8-66.1]
Kenya,1986,Male,67.29 [63.2-71.49]
Kenya,1986,Female,57.26 [53.77-60.99]
Kenya,1985,Both sexes,62.9 [59.24-66.61]
Kenya,1985,Male,67.76 [63.6-71.95]
Kenya,1985,Female,57.75 [54.17-61.55]
Kenya,1984,Both sexes,63.81 [60.12-67.56]
Kenya,1984,Male,68.66 [64.45-72.91]
Kenya,1984,Female,58.69 [55.03-62.46]
Kenya,1983,Both sexes,65.1 [61.36-68.91]
Kenya,1983,Male,69.93 [65.64-74.18]
Kenya,1983,Female,59.96 [56.3-63.82]
Kenya,1982,Both sexes,66.66 [62.92-70.5]
Kenya,1982,Male,71.49 [67.16-75.86]
Kenya,1982,Female,61.55 [57.84-65.5]
Kenya,1981,Both sexes,68.48 [64.72-72.41]
Kenya,1981,Male,73.31 [69.04-77.74]
Kenya,1981,Female,63.38 [59.53-67.36]
Kenya,1980,Both sexes,70.49 [66.65-74.51]
Kenya,1980,Male,75.36 [71.01-79.89]
Kenya,1980,Female,65.39 [61.48-69.41]
Kenya,1979,Both sexes,72.67 [68.74-76.79]
Kenya,1979,Male,77.53 [73.17-82.23]
Kenya,1979,Female,67.52 [63.55-71.73]
Kenya,1978,Both sexes,74.98 [70.97-79.29]
Kenya,1978,Male,79.92 [75.44-84.84]
Kenya,1978,Female,69.83 [65.72-74.21]
Kenya,1977,Both sexes,77.4 [73.21-81.96]
Kenya,1977,Male,82.33 [77.71-87.49]
Kenya,1977,Female,72.21 [67.95-76.82]
Kenya,1976,Both sexes,79.8 [75.47-84.66]
Kenya,1976,Male,84.78 [79.93-90.17]
Kenya,1976,Female,74.61 [70.17-79.49]
Kenya,1975,Both sexes,82.2 [77.63-87.21]
Kenya,1975,Male,87.22 [82.14-92.87]
Kenya,1975,Female,76.9 [72.31-82.04]
Kenya,1974,Both sexes,84.52 [79.71-89.72]
Kenya,1974,Male,89.63 [84.3-95.42]
Kenya,1974,Female,79.1 [74.29-84.48]
Kenya,1973,Both sexes,86.72 [81.8-92.02]
Kenya,1973,Male,91.91 [86.41-97.85]
Kenya,1973,Female,81.26 [76.35-86.68]
Kenya,1972,Both sexes,88.78 [83.87-94.21]
Kenya,1972,Male,94.07 [88.5-100.1]
Kenya,1972,Female,83.23 [78.25-88.79]
Kenya,1971,Both sexes,90.76 [85.78-96.26]
Kenya,1971,Male,96.1 [90.48-102.3]
Kenya,1971,Female,85.17 [80.06-90.85]
Kenya,1970,Both sexes,92.65 [87.58-98.25]
Kenya,1970,Male,98.05 [92.28-104.3]
Kenya,1970,Female,86.98 [81.73-92.73]
Kenya,1969,Both sexes,94.47 [89.26-100.2]
Kenya,1969,Male,100 [94.12-106.4]
Kenya,1969,Female,88.67 [83.21-94.45]
Kenya,1968,Both sexes,96.27 [90.93-102]
Kenya,1968,Male,101.9 [95.73-108.3]
Kenya,1968,Female,90.34 [84.79-96.27]
Kenya,1967,Both sexes,98.02 [92.44-103.9]
Kenya,1967,Male,103.8 [97.36-110.4]
Kenya,1967,Female,92 [86.29-98.03]
Kenya,1966,Both sexes,99.75 [93.98-105.8]
Kenya,1966,Male,105.6 [98.91-112.4]
Kenya,1966,Female,93.63 [87.7-99.93]
Kenya,1965,Both sexes,101.6 [95.6-108]
Kenya,1965,Male,107.5 [100.7-114.7]
Kenya,1965,Female,95.38 [89.25-102.1]
Kenya,1964,Both sexes,103.8 [97.43-110.7]
Kenya,1964,Male,109.8 [102.6-117.5]
Kenya,1964,Female,97.5 [91.05-104.5]
Kenya,1963,Both sexes,106.5 [99.76-113.8]
Kenya,1963,Male,112.6 [105.1-120.9]
Kenya,1963,Female,100.1 [93.24-107.7]
Kenya,1962,Both sexes,109.8 [102.5-117.7]
Kenya,1962,Male,115.9 [107.8-125]
Kenya,1962,Female,103.4 [95.81-111.4]
Kenya,1961,Both sexes,113.7 [105.6-122.3]
Kenya,1961,Male,119.8 [111.1-129.6]
Kenya,1961,Female,107.1 [98.89-115.9]
Kenya,1960,Both sexes,118.1 [109.3-127.7]
Kenya,1960,Male,124.3 [114.8-135.2]
Kenya,1960,Female,111.4 [102.5-121.1]
Kenya,1959,Both sexes,123 [113.5-133.8]
Kenya,1959,Male,129.5 [119.1-141.4]
Kenya,1959,Female,116.2 [106.7-127.1]
Kenya,1958,Both sexes,128.7 [118.1-140.9]
Kenya,1958,Male,135.3 [123.8-148.8]
Kenya,1958,Female,121.7 [111.1-134.1]
Kenya,1957,Both sexes,135.1 [123.2-149]
Kenya,1957,Male,141.8 [128.8-157.2]
Kenya,1957,Female,127.9 [116.1-141.7]
Kenya,1956,Both sexes,142.3 [128.6-158]
Kenya,1956,Male,149.3 [134.6-166.3]
Kenya,1956,Female,134.8 [121.4-150.3]
Kenya,1955,Both sexes,150.3 [134.6-168.3]
Kenya,1955,Male,157.6 [140.6-177.2]
Kenya,1955,Female,142.5 [126.9-160.2]
Kenya,1954,Both sexes,158.9 [140.8-180.1]
Kenya,1954,Male,166.7 [147-189.5]
Kenya,1954,Female,150.7 [132.8-171.5]
Kenya,1953,Both sexes,168.3 [146.7-194.5]
Kenya,1953,Male,176.4 [153.4-204.3]
Kenya,1953,Female,159.6 [138.6-185.1]
Kenya,1952,Both sexes,178.2 [152.3-210.9]
Kenya,1952,Male,187 [159.2-221.6]
Kenya,1952,Female,169 [143.9-200.5]
Kiribati,2019,Both sexes,40.11 [24.72-63.59]
Kiribati,2019,Male,44.15 [27.18-70.11]
Kiribati,2019,Female,35.92 [22-56.89]
Kiribati,2018,Both sexes,41.25 [26.12-63.45]
Kiribati,2018,Male,45.38 [28.67-69.86]
Kiribati,2018,Female,36.91 [23.28-56.79]
Kiribati,2017,Both sexes,42.33 [27.61-63.1]
Kiribati,2017,Male,46.5 [30.36-69.5]
Kiribati,2017,Female,37.97 [24.69-56.6]
Kiribati,2016,Both sexes,43.46 [29.29-62.88]
Kiribati,2016,Male,47.75 [31.96-69.26]
Kiribati,2016,Female,38.93 [26.18-56.51]
Kiribati,2015,Both sexes,44.58 [31.06-62.63]
Kiribati,2015,Male,48.92 [33.96-68.73]
Kiribati,2015,Female,39.93 [27.73-56.33]
Kiribati,2014,Both sexes,45.58 [32.9-62.42]
Kiribati,2014,Male,49.95 [35.93-68.54]
Kiribati,2014,Female,40.94 [29.34-56.24]
Kiribati,2013,Both sexes,46.65 [34.67-62.07]
Kiribati,2013,Male,51.04 [38-68.18]
Kiribati,2013,Female,41.9 [30.9-55.88]
Kiribati,2012,Both sexes,47.58 [36.52-61.59]
Kiribati,2012,Male,52.13 [40-67.66]
Kiribati,2012,Female,42.72 [32.6-55.51]
Kiribati,2011,Both sexes,48.51 [38.36-61.04]
Kiribati,2011,Male,53.16 [41.93-67.09]
Kiribati,2011,Female,43.61 [34.2-54.94]
Kiribati,2010,Both sexes,49.31 [40.06-60.46]
Kiribati,2010,Male,54.06 [43.68-66.46]
Kiribati,2010,Female,44.3 [35.72-54.53]
Kiribati,2009,Both sexes,49.92 [41.51-59.84]
Kiribati,2009,Male,54.72 [45.39-65.9]
Kiribati,2009,Female,44.8 [36.97-53.93]
Kiribati,2008,Both sexes,50.28 [42.55-59.09]
Kiribati,2008,Male,55.13 [46.48-65.16]
Kiribati,2008,Female,45.05 [38.05-53.27]
Kiribati,2007,Both sexes,50.34 [43.38-58.2]
Kiribati,2007,Male,55.23 [47.39-64.11]
Kiribati,2007,Female,45.11 [38.64-52.66]
Kiribati,2006,Both sexes,50.25 [43.85-57.39]
Kiribati,2006,Male,55.12 [47.92-63.2]
Kiribati,2006,Female,45.07 [39.03-51.94]
Kiribati,2005,Both sexes,50.19 [44.21-56.85]
Kiribati,2005,Male,55.07 [48.26-62.66]
Kiribati,2005,Female,45.05 [39.35-51.39]
Kiribati,2004,Both sexes,50.26 [44.63-56.52]
Kiribati,2004,Male,55.2 [48.65-62.32]
Kiribati,2004,Female,45.1 [39.57-51.17]
Kiribati,2003,Both sexes,50.59 [45.06-56.68]
Kiribati,2003,Male,55.55 [49.23-62.56]
Kiribati,2003,Female,45.39 [40.08-51.29]
Kiribati,2002,Both sexes,51.28 [45.83-57.21]
Kiribati,2002,Male,56.32 [50.12-63.2]
Kiribati,2002,Female,46.01 [40.79-51.79]
Kiribati,2001,Both sexes,52.29 [46.88-58.14]
Kiribati,2001,Male,57.41 [51.19-64.2]
Kiribati,2001,Female,46.93 [41.7-52.67]
Kiribati,2000,Both sexes,53.51 [48.05-59.35]
