Location,Period,Dimension,Under-five mortality rate (probability of dying by age 5 per 1000 live births)
France,2014,Both sexes,4.12 [4.03-4.2]
France,2014,Male,4.51 [4.4-4.62]
France,2014,Female,3.7 [3.6-3.79]
France,2013,Both sexes,4.15 [4.07-4.23]
France,2013,Male,4.55 [4.45-4.65]
France,2013,Female,3.72 [3.63-3.81]
France,2012,Both sexes,4.2 [4.11-4.28]
France,2012,Male,4.61 [4.5-4.72]
France,2012,Female,3.76 [3.67-3.86]
France,2011,Both sexes,4.24 [4.16-4.33]
France,2011,Male,4.66 [4.56-4.77]
France,2011,Female,3.79 [3.7-3.89]
France,2010,Both sexes,4.27 [4.19-4.36]
France,2010,Male,4.71 [4.6-4.82]
France,2010,Female,3.82 [3.73-3.92]
France,2009,Both sexes,4.31 [4.22-4.39]
France,2009,Male,4.75 [4.64-4.86]
France,2009,Female,3.84 [3.75-3.93]
France,2008,Both sexes,4.34 [4.26-4.43]
France,2008,Male,4.8 [4.69-4.9]
France,2008,Female,3.86 [3.77-3.96]
France,2007,Both sexes,4.39 [4.31-4.48]
France,2007,Male,4.87 [4.76-4.97]
France,2007,Female,3.9 [3.8-3.99]
France,2006,Both sexes,4.47 [4.38-4.56]
France,2006,Male,4.96 [4.85-5.07]
France,2006,Female,3.96 [3.86-4.05]
France,2005,Both sexes,4.58 [4.48-4.67]
France,2005,Male,5.08 [4.97-5.19]
France,2005,Female,4.05 [3.95-4.14]
France,2004,Both sexes,4.72 [4.63-4.82]
France,2004,Male,5.24 [5.13-5.36]
France,2004,Female,4.17 [4.07-4.27]
France,2003,Both sexes,4.9 [4.81-4.99]
France,2003,Male,5.45 [5.33-5.57]
France,2003,Female,4.32 [4.22-4.42]
France,2002,Both sexes,5.08 [4.98-5.19]
France,2002,Male,5.65 [5.53-5.79]
France,2002,Female,4.48 [4.37-4.59]
France,2001,Both sexes,5.24 [5.13-5.35]
France,2001,Male,5.84 [5.71-5.98]
France,2001,Female,4.61 [4.5-4.73]
France,2000,Both sexes,5.37 [5.27-5.49]
France,2000,Male,6 [5.86-6.13]
France,2000,Female,4.72 [4.61-4.84]
France,1999,Both sexes,5.5 [5.39-5.61]
France,1999,Male,6.14 [6.01-6.28]
France,1999,Female,4.83 [4.72-4.94]
France,1998,Both sexes,5.64 [5.52-5.75]
France,1998,Male,6.3 [6.17-6.44]
France,1998,Female,4.94 [4.82-5.05]
France,1997,Both sexes,5.83 [5.7-5.96]
France,1997,Male,6.53 [6.37-6.68]
France,1997,Female,5.09 [4.97-5.22]
France,1996,Both sexes,6.11 [5.98-6.25]
France,1996,Male,6.86 [6.7-7.02]
France,1996,Female,5.33 [5.2-5.46]
France,1995,Both sexes,6.51 [6.37-6.64]
France,1995,Male,7.31 [7.15-7.47]
France,1995,Female,5.66 [5.53-5.79]
France,1994,Both sexes,6.99 [6.85-7.13]
France,1994,Male,7.91 [7.74-8.07]
France,1994,Female,6.03 [5.89-6.16]
France,1993,Both sexes,7.54 [7.4-7.69]
France,1993,Male,8.56 [8.38-8.74]
France,1993,Female,6.47 [6.33-6.62]
France,1992,Both sexes,8.1 [7.93-8.28]
France,1992,Male,9.23 [9.02-9.45]
France,1992,Female,6.91 [6.75-7.08]
France,1991,Both sexes,8.6 [8.41-8.79]
France,1991,Male,9.79 [9.57-10.02]
France,1991,Female,7.34 [7.17-7.52]
France,1990,Both sexes,9 [8.81-9.19]
France,1990,Male,10.24 [10.01-10.47]
France,1990,Female,7.69 [7.52-7.88]
France,1989,Both sexes,9.32 [9.13-9.51]
France,1989,Male,10.61 [10.39-10.84]
France,1989,Female,7.95 [7.78-8.13]
France,1988,Both sexes,9.57 [9.39-9.76]
France,1988,Male,10.89 [10.67-11.12]
France,1988,Female,8.19 [8.02-8.37]
France,1987,Both sexes,9.81 [9.61-10.01]
France,1987,Male,11.15 [10.91-11.39]
France,1987,Female,8.4 [8.22-8.59]
France,1986,Both sexes,10.06 [9.86-10.26]
France,1986,Male,11.4 [11.16-11.64]
France,1986,Female,8.65 [8.47-8.85]
France,1985,Both sexes,10.36 [10.15-10.56]
France,1985,Male,11.71 [11.47-11.96]
France,1985,Female,8.93 [8.74-9.13]
France,1984,Both sexes,10.7 [10.48-10.91]
France,1984,Male,12.09 [11.84-12.35]
France,1984,Female,9.23 [9.02-9.43]
France,1983,Both sexes,11.09 [10.88-11.3]
France,1983,Male,12.54 [12.28-12.79]
France,1983,Female,9.57 [9.36-9.78]
France,1982,Both sexes,11.5 [11.28-11.74]
France,1982,Male,13.04 [12.76-13.32]
France,1982,Female,9.89 [9.68-10.12]
France,1981,Both sexes,11.92 [11.69-12.15]
France,1981,Male,13.53 [13.25-13.81]
France,1981,Female,10.23 [10.02-10.46]
France,1980,Both sexes,12.35 [12.11-12.59]
France,1980,Male,14.01 [13.72-14.28]
France,1980,Female,10.61 [10.38-10.84]
France,1979,Both sexes,12.83 [12.57-13.08]
France,1979,Male,14.51 [14.21-14.81]
France,1979,Female,11.06 [10.82-11.3]
France,1978,Both sexes,13.37 [13.12-13.62]
France,1978,Male,15.12 [14.82-15.43]
France,1978,Female,11.53 [11.29-11.77]
France,1977,Both sexes,13.93 [13.66-14.22]
France,1977,Male,15.76 [15.44-16.1]
France,1977,Female,12.01 [11.75-12.27]
France,1976,Both sexes,14.45 [14.18-14.75]
France,1976,Male,16.31 [15.99-16.67]
France,1976,Female,12.5 [12.24-12.77]
France,1975,Both sexes,14.94 [14.66-15.23]
France,1975,Male,16.82 [16.48-17.16]
France,1975,Female,12.97 [12.7-13.24]
France,1974,Both sexes,15.43 [15.12-15.73]
France,1974,Male,17.36 [17-17.71]
France,1974,Female,13.4 [13.11-13.69]
France,1973,Both sexes,15.96 [15.64-16.27]
France,1973,Male,17.91 [17.54-18.28]
France,1973,Female,13.91 [13.61-14.21]
France,1972,Both sexes,16.59 [16.25-16.93]
France,1972,Male,18.62 [18.22-19.01]
France,1972,Female,14.46 [14.14-14.78]
France,1971,Both sexes,17.36 [17.03-17.71]
France,1971,Male,19.48 [19.09-19.88]
France,1971,Female,15.15 [14.83-15.47]
France,1970,Both sexes,18.24 [17.89-18.61]
France,1970,Male,20.47 [20.06-20.89]
France,1970,Female,15.9 [15.57-16.25]
France,1969,Both sexes,19.1 [18.72-19.5]
France,1969,Male,21.42 [20.97-21.88]
France,1969,Female,16.67 [16.31-17.05]
France,1968,Both sexes,19.87 [19.51-20.27]
France,1968,Male,22.25 [21.82-22.72]
France,1968,Female,17.37 [17.03-17.75]
France,1967,Both sexes,20.63 [20.24-21.04]
France,1967,Male,23.15 [22.68-23.62]
France,1967,Female,17.98 [17.61-18.37]
France,1966,Both sexes,21.44 [21.03-21.87]
France,1966,Male,24.09 [23.61-24.59]
France,1966,Female,18.66 [18.27-19.04]
France,1965,Both sexes,22.35 [21.91-22.79]
France,1965,Male,25.08 [24.57-25.6]
France,1965,Female,19.48 [19.07-19.89]
France,1964,Both sexes,23.35 [22.89-23.82]
France,1964,Male,26.2 [25.66-26.76]
France,1964,Female,20.36 [19.93-20.79]
France,1963,Both sexes,24.46 [23.99-24.93]
France,1963,Male,27.46 [26.91-28.01]
France,1963,Female,21.31 [20.89-21.75]
France,1962,Both sexes,25.67 [25.17-26.19]
France,1962,Male,28.85 [28.27-29.46]
France,1962,Female,22.33 [21.88-22.81]
France,1961,Both sexes,27 [26.49-27.53]
France,1961,Male,30.28 [29.67-30.88]
France,1961,Female,23.57 [23.09-24.06]
France,1960,Both sexes,28.5 [27.93-29.06]
France,1960,Male,31.97 [31.3-32.6]
France,1960,Female,24.87 [24.35-25.39]
France,1959,Both sexes,30.29 [29.66-30.88]
France,1959,Male,33.92 [33.19-34.62]
France,1959,Female,26.47 [25.9-27.02]
France,1958,Both sexes,32.4 [31.78-33.02]
France,1958,Male,36.16 [35.44-36.88]
France,1958,Female,28.46 [27.88-29.04]
France,1957,Both sexes,34.8 [34.12-35.49]
France,1957,Male,38.83 [38.06-39.63]
France,1957,Female,30.56 [29.95-31.21]
France,1956,Both sexes,37.39 [36.69-38.13]
France,1956,Male,41.73 [40.93-42.59]
France,1956,Female,32.82 [32.17-33.53]
France,1955,Both sexes,40.15 [39.38-40.96]
France,1955,Male,44.73 [43.86-45.65]
France,1955,Female,35.35 [34.63-36.1]
France,1954,Both sexes,43.12 [42.28-44]
France,1954,Male,48.09 [47.12-49.12]
France,1954,Female,37.91 [37.12-38.74]
France,1953,Both sexes,46.31 [45.42-47.25]
France,1953,Male,51.67 [50.64-52.73]
France,1953,Female,40.7 [39.87-41.56]
France,1952,Both sexes,49.72 [48.73-50.76]
France,1952,Male,55.21 [54.06-56.36]
France,1952,Female,43.96 [43.06-44.92]
France,1951,Both sexes,53.32 [52.16-54.5]
France,1951,Male,59.3 [58-60.65]
France,1951,Female,47.04 [45.97-48.13]
France,1950,Both sexes,57.11 [55.24-59.02]
France,1950,Male,63.45 [61.34-65.59]
France,1950,Female,50.45 [48.76-52.15]
Gabon,2019,Both sexes,42.46 [26.6-67.82]
Gabon,2019,Male,46.55 [29.12-74.37]
Gabon,2019,Female,38.18 [23.89-61.02]
Gabon,2018,Both sexes,43.56 [28.17-67.1]
Gabon,2018,Male,47.75 [30.86-73.78]
Gabon,2018,Female,39.19 [25.23-60.35]
Gabon,2017,Both sexes,45.11 [30.04-67.15]
Gabon,2017,Male,49.44 [32.88-73.68]
Gabon,2017,Female,40.61 [26.9-60.43]
Gabon,2016,Both sexes,46.98 [32.14-67.23]
Gabon,2016,Male,51.37 [35.16-73.63]
Gabon,2016,Female,42.31 [28.84-60.83]
Gabon,2015,Both sexes,49.83 [35.3-68.94]
Gabon,2015,Male,54.28 [38.45-75.17]
Gabon,2015,Female,45.13 [31.98-62.39]
Gabon,2014,Both sexes,52.27 [38.33-69.78]
Gabon,2014,Male,56.88 [41.63-76.02]
Gabon,2014,Female,47.44 [34.59-63.45]
Gabon,2013,Both sexes,54.57 [41.12-70.67]
Gabon,2013,Male,59.2 [44.57-76.81]
Gabon,2013,Female,49.68 [37.26-64.42]
Gabon,2012,Both sexes,56.85 [44.09-71.55]
Gabon,2012,Male,61.61 [47.61-77.71]
Gabon,2012,Female,51.91 [39.94-65.44]
Gabon,2011,Both sexes,59.25 [47.05-72.92]
Gabon,2011,Male,64.11 [50.84-78.98]
Gabon,2011,Female,54.17 [42.82-66.73]
Gabon,2010,Both sexes,61.56 [50.19-74.36]
Gabon,2010,Male,66.51 [54.12-80.65]
Gabon,2010,Female,56.38 [45.73-68.44]
Gabon,2009,Both sexes,64.28 [53.27-76.54]
Gabon,2009,Male,69.36 [57.38-82.81]
Gabon,2009,Female,58.91 [48.82-70.39]
Gabon,2008,Both sexes,66.91 [56.35-79.03]
Gabon,2008,Male,72.11 [60.64-85.12]
Gabon,2008,Female,61.58 [51.63-72.75]
Gabon,2007,Both sexes,69.6 [59.02-81.66]
Gabon,2007,Male,74.85 [63.34-88.06]
Gabon,2007,Female,63.98 [54.12-75.34]
Gabon,2006,Both sexes,72.19 [61.51-84.57]
Gabon,2006,Male,77.45 [66.01-91.06]
Gabon,2006,Female,66.48 [56.48-78.17]
Gabon,2005,Both sexes,74.3 [63.52-87.35]
Gabon,2005,Male,79.74 [68.18-94.09]
Gabon,2005,Female,68.55 [58.34-80.8]
Gabon,2004,Both sexes,76.53 [65.61-90.14]
Gabon,2004,Male,82.16 [70.36-96.93]
Gabon,2004,Female,70.63 [60.28-83.5]
Gabon,2003,Both sexes,78.63 [67.54-92.62]
Gabon,2003,Male,84.36 [72.33-99.65]
Gabon,2003,Female,72.65 [62.11-86.05]
Gabon,2002,Both sexes,80.54 [69.4-94.92]
Gabon,2002,Male,86.36 [74.16-102]
Gabon,2002,Female,74.48 [63.95-88.17]
Gabon,2001,Both sexes,82.33 [71.09-97.13]
Gabon,2001,Male,88.2 [75.95-104.4]
Gabon,2001,Female,76.14 [65.48-89.97]
Gabon,2000,Both sexes,83.95 [72.55-98.82]
Gabon,2000,Male,89.88 [77.49-106.3]
Gabon,2000,Female,77.64 [66.82-91.3]
Gabon,1999,Both sexes,85.36 [73.92-99.96]
Gabon,1999,Male,91.45 [78.9-107.6]
Gabon,1999,Female,78.92 [68-92.58]
Gabon,1998,Both sexes,86.46 [74.89-101]
Gabon,1998,Male,92.62 [79.86-108.8]
Gabon,1998,Female,79.91 [68.9-93.46]
Gabon,1997,Both sexes,87.2 [75.5-101.7]
Gabon,1997,Male,93.51 [80.71-109.6]
Gabon,1997,Female,80.56 [69.55-94.15]
Gabon,1996,Both sexes,87.78 [75.94-102.4]
Gabon,1996,Male,94.08 [81.12-110.3]
Gabon,1996,Female,81.15 [69.97-94.64]
Gabon,1995,Both sexes,88.3 [76.31-103.1]
Gabon,1995,Male,94.66 [81.68-110.9]
Gabon,1995,Female,81.57 [70.32-95.31]
Gabon,1994,Both sexes,88.83 [76.66-103.7]
Gabon,1994,Male,95.22 [82.03-111.4]
Gabon,1994,Female,82.04 [70.61-95.92]
Gabon,1993,Both sexes,89.36 [77.14-104.3]
Gabon,1993,Male,95.84 [82.57-112]
Gabon,1993,Female,82.6 [71.08-96.47]
Gabon,1992,Both sexes,90.08 [77.57-104.9]
Gabon,1992,Male,96.51 [82.95-112.6]
Gabon,1992,Female,83.24 [71.48-97.2]
Gabon,1991,Both sexes,90.87 [78.07-105.5]
Gabon,1991,Male,97.32 [83.4-113.3]
Gabon,1991,Female,84.01 [72.12-98.12]
Gabon,1990,Both sexes,91.71 [78.7-106.5]
Gabon,1990,Male,98.25 [84.22-114.3]
Gabon,1990,Female,84.93 [72.73-99.12]
Gabon,1989,Both sexes,92.86 [79.43-107.9]
Gabon,1989,Male,99.31 [84.88-115.5]
Gabon,1989,Female,86 [73.38-100.5]
Gabon,1988,Both sexes,94.07 [80.16-109.7]
Gabon,1988,Male,100.7 [85.69-117.6]
Gabon,1988,Female,87.26 [74.14-102.1]
Gabon,1987,Both sexes,95.73 [81.27-112]
Gabon,1987,Male,102.4 [86.8-119.8]
Gabon,1987,Female,88.82 [75.19-104.2]
Gabon,1986,Both sexes,97.78 [82.67-114.7]
Gabon,1986,Male,104.4 [88.18-122.7]
Gabon,1986,Female,90.79 [76.47-106.7]
Gabon,1985,Both sexes,100.1 [84.54-117.8]
Gabon,1985,Male,106.8 [90.04-126]
Gabon,1985,Female,93 [78.14-109.7]
Gabon,1984,Both sexes,103 [86.6-121.6]
Gabon,1984,Male,109.8 [92.22-130]
Gabon,1984,Female,95.69 [80.26-113.3]
Gabon,1983,Both sexes,106.1 [88.85-125.7]
Gabon,1983,Male,113 [94.6-134.4]
Gabon,1983,Female,98.76 [82.63-117.3]
Gabon,1982,Both sexes,109.6 [91.52-130.9]
Gabon,1982,Male,116.6 [97.37-139.8]
Gabon,1982,Female,102.2 [85.1-122]
Gabon,1981,Both sexes,113.6 [94.31-136.8]
Gabon,1981,Male,120.7 [100-145.8]
Gabon,1981,Female,106.1 [87.76-128.1]
Gabon,1980,Both sexes,117.8 [96.65-143.6]
Gabon,1980,Male,125.2 [102.6-152.8]
Gabon,1980,Female,110.2 [90.26-134.4]
Gabon,1979,Both sexes,122.2 [99-151.8]
Gabon,1979,Male,129.5 [104.8-161.5]
Gabon,1979,Female,114.3 [92.49-142.6]
Gabon,1978,Both sexes,126.6 [101-162]
Gabon,1978,Male,134.1 [106.8-171.8]
Gabon,1978,Female,118.7 [94.34-151.9]
Gambia,2019,Both sexes,51.72 [43.29-61.44]
Gambia,2019,Male,56.35 [47.22-67.2]
Gambia,2019,Female,46.85 [39.08-55.83]
Gambia,2018,Both sexes,53.65 [45.51-62.84]
Gambia,2018,Male,58.35 [49.39-68.59]
Gambia,2018,Female,48.7 [41.18-57.33]
Gambia,2017,Both sexes,55.71 [47.7-64.57]
Gambia,2017,Male,60.48 [51.75-70.38]
Gambia,2017,Female,50.61 [43.19-58.95]
Gambia,2016,Both sexes,57.83 [49.99-66.38]
Gambia,2016,Male,62.73 [54.19-72.29]
Gambia,2016,Female,52.61 [45.4-60.64]
Gambia,2015,Both sexes,60.04 [52.36-68.44]
Gambia,2015,Male,65.02 [56.66-74.27]
Gambia,2015,Female,54.72 [47.6-62.63]
Gambia,2014,Both sexes,62.31 [54.74-70.68]
Gambia,2014,Male,67.43 [59.1-76.44]
Gambia,2014,Female,56.97 [49.87-64.81]
Gambia,2013,Both sexes,64.77 [57.15-73.17]
Gambia,2013,Male,69.92 [61.55-78.94]
Gambia,2013,Female,59.34 [52.19-67.16]
Gambia,2012,Both sexes,67.33 [59.62-75.71]
Gambia,2012,Male,72.61 [64.17-81.68]
Gambia,2012,Female,61.8 [54.59-69.66]
Gambia,2011,Both sexes,70.05 [62.26-78.41]
Gambia,2011,Male,75.4 [66.84-84.56]
Gambia,2011,Female,64.42 [57.1-72.42]
Gambia,2010,Both sexes,72.94 [65.02-81.39]
Gambia,2010,Male,78.39 [69.72-87.64]
Gambia,2010,Female,67.21 [59.7-75.33]
Gambia,2009,Both sexes,76 [67.97-84.6]
Gambia,2009,Male,81.5 [72.72-90.9]
Gambia,2009,Female,70.13 [62.53-78.38]
Gambia,2008,Both sexes,79.19 [71.13-88.04]
Gambia,2008,Male,84.85 [76.03-94.34]
Gambia,2008,Female,73.25 [65.5-81.7]
Gambia,2007,Both sexes,82.67 [74.46-91.6]
Gambia,2007,Male,88.44 [79.49-98.13]
Gambia,2007,Female,76.62 [68.66-85.23]
Gambia,2006,Both sexes,86.38 [77.92-95.39]
Gambia,2006,Male,92.29 [83.05-102.1]
Gambia,2006,Female,80.18 [72.1-88.95]
Gambia,2005,Both sexes,90.27 [81.57-99.47]
Gambia,2005,Male,96.28 [86.87-106.3]
Gambia,2005,Female,83.95 [75.63-93.08]
Gambia,2004,Both sexes,94.38 [85.47-103.9]
Gambia,2004,Male,100.6 [90.86-110.9]
Gambia,2004,Female,87.92 [79.38-97.25]
Gambia,2003,Both sexes,98.72 [89.51-108.6]
Gambia,2003,Male,105 [95.01-115.7]
Gambia,2003,Female,92.03 [83.4-101.8]
Gambia,2002,Both sexes,103.2 [93.7-113.5]
Gambia,2002,Male,109.6 [99.29-120.7]
Gambia,2002,Female,96.38 [87.44-106.6]
Gambia,2001,Both sexes,107.8 [98.02-118.5]
Gambia,2001,Male,114.4 [103.7-126]
Gambia,2001,Female,100.9 [91.51-111.5]
Gambia,2000,Both sexes,112.5 [102.4-123.7]
Gambia,2000,Male,119.3 [108.5-131.3]
Gambia,2000,Female,105.4 [95.76-116.3]
Gambia,1999,Both sexes,117.4 [107-129.1]
Gambia,1999,Male,124.4 [113.1-136.9]
Gambia,1999,Female,110.2 [100.1-121.5]
Gambia,1998,Both sexes,122.5 [111.6-134.7]
Gambia,1998,Male,129.6 [118-142.6]
Gambia,1998,Female,115.1 [104.5-126.9]
Gambia,1997,Both sexes,127.8 [116.5-140.4]
Gambia,1997,Male,135.1 [122.9-148.6]
Gambia,1997,Female,120.1 [109.2-132.5]
Gambia,1996,Both sexes,133.2 [121.4-146.4]
Gambia,1996,Male,140.6 [127.9-155]
Gambia,1996,Female,125.3 [114-138.3]
Gambia,1995,Both sexes,138.9 [126.4-152.6]
Gambia,1995,Male,146.5 [133-161.4]
Gambia,1995,Female,130.7 [118.8-144.2]
Gambia,1994,Both sexes,144.5 [131.3-159.1]
Gambia,1994,Male,152.4 [138.2-168.2]
Gambia,1994,Female,136.1 [123.5-150.4]
Gambia,1993,Both sexes,150.2 [136.3-165.7]
Gambia,1993,Male,158.4 [143.4-175.3]
Gambia,1993,Female,141.6 [128.1-156.7]
Gambia,1992,Both sexes,155.9 [141.2-172.6]
Gambia,1992,Male,164.5 [148.5-182.4]
Gambia,1992,Female,147 [132.8-163]
Gambia,1991,Both sexes,161.6 [145.9-179.5]
Gambia,1991,Male,170.6 [153.4-189.7]
Gambia,1991,Female,152.4 [137.4-169.4]
Gambia,1990,Both sexes,167.4 [150.7-186.4]
Gambia,1990,Male,176.5 [158.6-196.9]
Gambia,1990,Female,157.9 [142-176.2]
Gambia,1989,Both sexes,173.3 [155.7-193.5]
Gambia,1989,Male,182.7 [163.7-204.3]
Gambia,1989,Female,163.5 [146.6-183.2]
Gambia,1988,Both sexes,179.5 [160.7-201.3]
Gambia,1988,Male,189 [169-212.1]
Gambia,1988,Female,169.4 [151.5-190.3]
Gambia,1987,Both sexes,185.9 [166.1-209.2]
Gambia,1987,Male,195.6 [174.5-220.5]
Gambia,1987,Female,175.6 [156.6-197.9]
Gambia,1986,Both sexes,192.4 [171.6-217.3]
Gambia,1986,Male,202.4 [180.1-229.1]
Gambia,1986,Female,182 [162.1-206]
Gambia,1985,Both sexes,199.2 [177.5-226]
Gambia,1985,Male,209.6 [186-238.1]
Gambia,1985,Female,188.6 [167.6-214.4]
Gambia,1984,Both sexes,206 [183.2-234.9]
Gambia,1984,Male,216.6 [191.9-247.1]
Gambia,1984,Female,195.4 [173.2-223]
Gambia,1983,Both sexes,212.9 [188.6-243.7]
Gambia,1983,Male,223.4 [197.6-256.1]
Gambia,1983,Female,201.9 [178.9-231.6]
Gambia,1982,Both sexes,219.5 [194.2-252.6]
Gambia,1982,Male,230.1 [203.2-265.2]
Gambia,1982,Female,208.4 [184.1-240.2]
Gambia,1981,Both sexes,226.1 [199.7-260.7]
Gambia,1981,Male,236.9 [208.4-273.5]
Gambia,1981,Female,214.8 [189.4-248.6]
Gambia,1980,Both sexes,232.4 [205.2-268.4]
Gambia,1980,Male,243.2 [213.9-281.6]
Gambia,1980,Female,221 [194.7-256]
Gambia,1979,Both sexes,238.7 [210.4-275.7]
Gambia,1979,Male,249.6 [219.5-289.1]
Gambia,1979,Female,227 [200.2-262.7]
Gambia,1978,Both sexes,245 [215.9-283]
Gambia,1978,Male,256.1 [224.9-296.5]
Gambia,1978,Female,233.1 [205.3-270.1]
Gambia,1977,Both sexes,251.3 [221.7-290.1]
Gambia,1977,Male,262.5 [230.8-303.4]
Gambia,1977,Female,239.4 [211-277.3]
Gambia,1976,Both sexes,257.9 [227.7-297.1]
Gambia,1976,Male,269.2 [236.9-310.5]
Gambia,1976,Female,245.8 [216.7-284.2]
Gambia,1975,Both sexes,264.5 [233.7-303.5]
Gambia,1975,Male,276 [242.8-317.5]
Gambia,1975,Female,252.5 [222.3-290.8]
Gambia,1974,Both sexes,271.2 [239.8-310.5]
Gambia,1974,Male,282.5 [248.9-324.7]
Gambia,1974,Female,258.9 [228.4-297.8]
Gambia,1973,Both sexes,277.8 [245.6-317.5]
Gambia,1973,Male,289.5 [255-332.1]
Gambia,1973,Female,265.4 [234.3-304.6]
Gambia,1972,Both sexes,284.4 [251.8-324.6]
Gambia,1972,Male,296.3 [260.6-338.7]
Gambia,1972,Female,272 [239.7-311.9]
Gambia,1971,Both sexes,291 [257.7-331.6]
Gambia,1971,Male,302.9 [267-345.6]
Gambia,1971,Female,278.5 [245.4-318.5]
Gambia,1970,Both sexes,297.5 [263.4-338.1]
Gambia,1970,Male,309.2 [273.1-352.3]
Gambia,1970,Female,284.8 [250.9-325.2]
Gambia,1969,Both sexes,303.7 [268.8-344]
Gambia,1969,Male,315.6 [278.5-358.7]
Gambia,1969,Female,291 [256.4-330.7]
Gambia,1968,Both sexes,310 [274.1-349.3]
Gambia,1968,Male,321.9 [284.2-364.1]
Gambia,1968,Female,296.9 [261.5-336.3]
Gambia,1967,Both sexes,315.9 [279.5-355.3]
Gambia,1967,Male,328.1 [289.8-370.1]
Gambia,1967,Female,303 [267-341.9]
Gambia,1966,Both sexes,322.2 [285.3-361.5]
Gambia,1966,Male,334.5 [295.3-376.6]
Gambia,1966,Female,308.8 [272.5-348]
Gambia,1965,Both sexes,328.3 [290.9-368.3]
Gambia,1965,Male,340.7 [300.7-383.1]
Gambia,1965,Female,315 [277.7-355.1]
Gambia,1964,Both sexes,334.9 [295.6-375.4]
Gambia,1964,Male,347.1 [305.3-390.3]
Gambia,1964,Female,321.1 [282.4-362.4]
Gambia,1963,Both sexes,341.1 [299.4-384.4]
Gambia,1963,Male,353.7 [309.9-398.9]
Gambia,1963,Female,327.5 [287-370.8]
Gambia,1962,Both sexes,347.3 [303.8-394.1]
Gambia,1962,Male,360.1 [314-409.2]
Gambia,1962,Female,333.8 [290.9-380.3]
Gambia,1961,Both sexes,353.5 [307-405.1]
Gambia,1961,Male,366.4 [317.7-420.6]
Gambia,1961,Female,340.1 [294-390.8]
Gambia,1960,Both sexes,360.3 [309.2-417]
Gambia,1960,Male,373.2 [319.6-433.8]
Gambia,1960,Female,346.7 [296.3-402.5]
Gambia,1959,Both sexes,367.2 [310.4-430.9]
Gambia,1959,Male,380.3 [320.6-447.3]
Gambia,1959,Female,353.3 [297.9-415.1]
Gambia,1958,Both sexes,374.2 [311.2-445.3]
Gambia,1958,Male,387.4 [320.9-462.8]
Gambia,1958,Female,360 [298.5-429.4]
Gambia,1957,Both sexes,381.4 [310.2-461.4]
Gambia,1957,Male,395 [320.8-479.8]
Gambia,1957,Female,366.9 [298.1-446.3]
Gambia,1956,Both sexes,388.6 [309.3-479.3]
Gambia,1956,Male,402.5 [319.4-497.6]
Gambia,1956,Female,374.1 [297.6-462.6]
Georgia,2019,Both sexes,9.58 [8.24-11.29]
Georgia,2019,Male,10.64 [9.13-12.59]
Georgia,2019,Female,8.47 [7.22-10.04]
Georgia,2018,Both sexes,9.8 [8.73-11.05]
Georgia,2018,Male,10.91 [9.68-12.36]
Georgia,2018,Female,8.63 [7.63-9.83]
Georgia,2017,Both sexes,10.01 [9.17-10.92]
Georgia,2017,Male,11.14 [10.14-12.26]
Georgia,2017,Female,8.81 [7.99-9.71]
Georgia,2016,Both sexes,10.23 [9.53-10.98]
Georgia,2016,Male,11.39 [10.52-12.34]
Georgia,2016,Female,9.01 [8.29-9.79]
Georgia,2015,Both sexes,10.52 [9.84-11.22]
Georgia,2015,Male,11.71 [10.84-12.61]
Georgia,2015,Female,9.25 [8.54-10]
Georgia,2014,Both sexes,10.91 [10.18-11.62]
Georgia,2014,Male,12.17 [11.26-13.1]
Georgia,2014,Female,9.57 [8.82-10.35]
Georgia,2013,Both sexes,11.43 [10.65-12.21]
Georgia,2013,Male,12.76 [11.81-13.76]
Georgia,2013,Female,10.04 [9.23-10.86]
Georgia,2012,Both sexes,12.13 [11.3-12.99]
Georgia,2012,Male,13.54 [12.56-14.63]
Georgia,2012,Female,10.63 [9.76-11.52]
Georgia,2011,Both sexes,13.03 [12.16-13.96]
Georgia,2011,Male,14.58 [13.52-15.74]
Georgia,2011,Female,11.4 [10.5-12.37]
Georgia,2010,Both sexes,14.17 [13.25-15.17]
Georgia,2010,Male,15.88 [14.72-17.14]
Georgia,2010,Female,12.38 [11.42-13.43]
Georgia,2009,Both sexes,15.55 [14.59-16.73]
Georgia,2009,Male,17.45 [16.23-18.88]
Georgia,2009,Female,13.58 [12.54-14.78]
Georgia,2008,Both sexes,17.18 [16.17-18.67]
Georgia,2008,Male,19.3 [17.98-21.07]
Georgia,2008,Female,15 [13.87-16.47]
Georgia,2007,Both sexes,19.09 [17.89-21.03]
Georgia,2007,Male,21.45 [19.93-23.73]
Georgia,2007,Female,16.66 [15.36-18.5]
Georgia,2006,Both sexes,21.23 [19.74-23.75]
Georgia,2006,Male,23.85 [21.97-26.79]
Georgia,2006,Female,18.55 [16.96-20.84]
Georgia,2005,Both sexes,23.61 [21.68-26.75]
Georgia,2005,Male,26.51 [24.12-30.15]
Georgia,2005,Female,20.61 [18.67-23.52]
Georgia,2004,Both sexes,26.16 [23.69-29.99]
Georgia,2004,Male,29.34 [26.37-33.74]
Georgia,2004,Female,22.85 [20.47-26.37]
Georgia,2003,Both sexes,28.81 [25.81-33.24]
Georgia,2003,Male,32.27 [28.73-37.35]
Georgia,2003,Female,25.23 [22.35-29.21]
