Location,Period,Dimension,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births)
South Sudan,1999,Female,106.3 [91.1-124.2]
South Sudan,1998,Both sexes,118.3 [101.9-137.9]
South Sudan,1998,Male,125.4 [107.6-147]
South Sudan,1998,Female,110.8 [94.54-129.8]
South Sudan,1997,Both sexes,122.7 [105.1-143.3]
South Sudan,1997,Male,129.9 [111-152.9]
South Sudan,1997,Female,115 [97.79-135.3]
South Sudan,1996,Both sexes,126.9 [108.3-148.5]
South Sudan,1996,Male,134.3 [114.3-158.2]
South Sudan,1996,Female,118.9 [100.7-140]
South Sudan,1995,Both sexes,130.8 [111.2-153.2]
South Sudan,1995,Male,138.5 [117.3-162.9]
South Sudan,1995,Female,122.7 [103.5-144.5]
South Sudan,1994,Both sexes,134.7 [113.9-157.4]
South Sudan,1994,Male,142.5 [120-167.4]
South Sudan,1994,Female,126.3 [106.1-148.7]
South Sudan,1993,Both sexes,138.5 [116.5-161.5]
South Sudan,1993,Male,146.4 [122.7-171.7]
South Sudan,1993,Female,129.7 [108.6-152.9]
South Sudan,1992,Both sexes,141.9 [118.9-165.5]
South Sudan,1992,Male,150 [125.2-176.5]
South Sudan,1992,Female,133 [110.7-157]
South Sudan,1991,Both sexes,145 [121.1-170.3]
South Sudan,1991,Male,153.5 [127.7-181.3]
South Sudan,1991,Female,135.9 [112.8-161.4]
South Sudan,1990,Both sexes,148 [123.1-174.7]
South Sudan,1990,Male,156.6 [129.7-186.2]
South Sudan,1990,Female,138.7 [114.8-165.3]
South Sudan,1989,Both sexes,150.8 [124.8-179.5]
South Sudan,1989,Male,159.6 [131.5-190.5]
South Sudan,1989,Female,141.5 [116.6-169.9]
South Sudan,1988,Both sexes,153.7 [126.4-184.3]
South Sudan,1988,Male,162.6 [133.2-195.8]
South Sudan,1988,Female,144.1 [117.9-174]
South Sudan,1987,Both sexes,156.3 [128.1-188.9]
South Sudan,1987,Male,165.4 [134.6-200.6]
South Sudan,1987,Female,146.6 [119.5-178.3]
South Sudan,1986,Both sexes,158.8 [129.4-193.4]
South Sudan,1986,Male,168.1 [136.2-205.6]
South Sudan,1986,Female,149.1 [121-182.5]
South Sudan,1985,Both sexes,161.4 [131-198]
South Sudan,1985,Male,170.8 [137.8-210.3]
South Sudan,1985,Female,151.6 [122.4-186.7]
South Sudan,1984,Both sexes,163.8 [132.4-202.2]
South Sudan,1984,Male,173.3 [139.4-214.7]
South Sudan,1984,Female,153.8 [123.7-191]
South Sudan,1983,Both sexes,166.1 [133.5-206.7]
South Sudan,1983,Male,175.8 [140.4-219.3]
South Sudan,1983,Female,155.8 [124.7-195.3]
South Sudan,1982,Both sexes,168.2 [134.4-211.5]
South Sudan,1982,Male,178.1 [141.5-224.4]
South Sudan,1982,Female,157.9 [125.6-199.1]
South Sudan,1981,Both sexes,170.2 [135.1-215.9]
South Sudan,1981,Male,180.3 [142.3-229.6]
South Sudan,1981,Female,159.7 [126.1-204]
South Sudan,1980,Both sexes,172.4 [135.7-220.6]
South Sudan,1980,Male,182.8 [143.1-233.7]
South Sudan,1980,Female,161.6 [126.6-207.9]
South Viet Nam (former),1976,Both sexes,50.39 [46.47-54.75]
South Viet Nam (former),1976,Male,56.17 [51.55-61.27]
South Viet Nam (former),1976,Female,44.3 [40.54-48.4]
South Viet Nam (former),1975,Both sexes,51.24 [47.17-55.84]
South Viet Nam (former),1975,Male,57.09 [52.33-62.39]
South Viet Nam (former),1975,Female,45.11 [41.21-49.41]
South Viet Nam (former),1974,Both sexes,52.01 [47.76-56.86]
South Viet Nam (former),1974,Male,57.94 [52.94-63.58]
South Viet Nam (former),1974,Female,45.79 [41.73-50.34]
South Viet Nam (former),1973,Both sexes,52.7 [48.11-57.86]
South Viet Nam (former),1973,Male,58.68 [53.37-64.63]
South Viet Nam (former),1973,Female,46.45 [42.12-51.31]
South Viet Nam (former),1972,Both sexes,53.33 [48.45-58.86]
South Viet Nam (former),1972,Male,59.39 [53.71-65.83]
South Viet Nam (former),1972,Female,46.99 [42.35-52.18]
South Viet Nam (former),1971,Both sexes,53.89 [48.57-59.89]
South Viet Nam (former),1971,Male,60.03 [53.93-67.11]
South Viet Nam (former),1971,Female,47.46 [42.45-53.1]
South Viet Nam (former),1970,Both sexes,54.38 [48.57-60.99]
South Viet Nam (former),1970,Male,60.66 [54.04-68.31]
South Viet Nam (former),1970,Female,47.85 [42.41-53.93]
South Viet Nam (former),1969,Both sexes,54.83 [48.44-62.11]
South Viet Nam (former),1969,Male,61.15 [53.91-69.56]
South Viet Nam (former),1969,Female,48.22 [42.34-54.9]
South Viet Nam (former),1968,Both sexes,55.26 [48.17-63.39]
South Viet Nam (former),1968,Male,61.6 [53.54-70.99]
South Viet Nam (former),1968,Female,48.56 [42.11-55.9]
South Viet Nam (former),1967,Both sexes,55.61 [47.74-64.84]
South Viet Nam (former),1967,Male,62.06 [53.15-72.42]
South Viet Nam (former),1967,Female,48.88 [41.73-57.19]
South Viet Nam (former),1966,Both sexes,55.98 [47.18-66.35]
South Viet Nam (former),1966,Male,62.43 [52.59-74.19]
South Viet Nam (former),1966,Female,49.16 [41.2-58.51]
South Viet Nam (former),1965,Both sexes,56.37 [46.49-68.17]
South Viet Nam (former),1965,Male,62.96 [51.84-76.29]
South Viet Nam (former),1965,Female,49.41 [40.56-60.04]
South Viet Nam (former),1964,Both sexes,56.76 [45.59-70.32]
South Viet Nam (former),1964,Male,63.42 [50.81-78.64]
South Viet Nam (former),1964,Female,49.78 [39.84-62.04]
Spain,2019,Both sexes,2.6 [2.41-2.83]
Spain,2019,Male,2.83 [2.61-3.08]
Spain,2019,Female,2.37 [2.18-2.57]
Spain,2018,Both sexes,2.65 [2.51-2.79]
Spain,2018,Male,2.87 [2.72-3.05]
Spain,2018,Female,2.4 [2.27-2.55]
Spain,2017,Both sexes,2.68 [2.59-2.77]
Spain,2017,Male,2.91 [2.8-3.03]
Spain,2017,Female,2.43 [2.34-2.53]
Spain,2016,Both sexes,2.71 [2.64-2.78]
Spain,2016,Male,2.94 [2.86-3.03]
Spain,2016,Female,2.46 [2.39-2.54]
Spain,2015,Both sexes,2.74 [2.69-2.8]
Spain,2015,Male,2.98 [2.9-3.05]
Spain,2015,Female,2.5 [2.43-2.57]
Spain,2014,Both sexes,2.79 [2.74-2.85]
Spain,2014,Male,3.02 [2.95-3.1]
Spain,2014,Female,2.55 [2.49-2.62]
Spain,2013,Both sexes,2.86 [2.8-2.92]
Spain,2013,Male,3.09 [3.01-3.17]
Spain,2013,Female,2.62 [2.55-2.69]
Spain,2012,Both sexes,2.94 [2.89-3]
Spain,2012,Male,3.18 [3.1-3.25]
Spain,2012,Female,2.7 [2.63-2.77]
Spain,2011,Both sexes,3.04 [2.98-3.1]
Spain,2011,Male,3.28 [3.21-3.36]
Spain,2011,Female,2.79 [2.72-2.86]
Spain,2010,Both sexes,3.15 [3.1-3.21]
Spain,2010,Male,3.41 [3.33-3.48]
Spain,2010,Female,2.89 [2.82-2.96]
Spain,2009,Both sexes,3.28 [3.22-3.34]
Spain,2009,Male,3.55 [3.47-3.63]
Spain,2009,Female,3 [2.92-3.07]
Spain,2008,Both sexes,3.41 [3.35-3.48]
Spain,2008,Male,3.7 [3.62-3.79]
Spain,2008,Female,3.11 [3.03-3.18]
Spain,2007,Both sexes,3.55 [3.49-3.62]
Spain,2007,Male,3.86 [3.78-3.94]
Spain,2007,Female,3.23 [3.15-3.3]
Spain,2006,Both sexes,3.69 [3.62-3.76]
Spain,2006,Male,4.02 [3.93-4.11]
Spain,2006,Female,3.34 [3.26-3.42]
Spain,2005,Both sexes,3.82 [3.75-3.89]
Spain,2005,Male,4.17 [4.07-4.26]
Spain,2005,Female,3.45 [3.37-3.54]
Spain,2004,Both sexes,3.94 [3.87-4.02]
Spain,2004,Male,4.3 [4.2-4.4]
Spain,2004,Female,3.56 [3.48-3.65]
Spain,2003,Both sexes,4.05 [3.97-4.13]
Spain,2003,Male,4.42 [4.32-4.52]
Spain,2003,Female,3.66 [3.58-3.76]
Spain,2002,Both sexes,4.15 [4.07-4.23]
Spain,2002,Male,4.52 [4.43-4.62]
Spain,2002,Female,3.76 [3.67-3.85]
Spain,2001,Both sexes,4.25 [4.17-4.33]
Spain,2001,Male,4.63 [4.53-4.73]
Spain,2001,Female,3.85 [3.76-3.95]
Spain,2000,Both sexes,4.37 [4.29-4.45]
Spain,2000,Male,4.75 [4.65-4.86]
Spain,2000,Female,3.96 [3.87-4.06]
Spain,1999,Both sexes,4.52 [4.43-4.6]
Spain,1999,Male,4.91 [4.81-5.02]
Spain,1999,Female,4.1 [4-4.2]
Spain,1998,Both sexes,4.7 [4.61-4.79]
Spain,1998,Male,5.13 [5.01-5.24]
Spain,1998,Female,4.25 [4.15-4.36]
Spain,1997,Both sexes,4.93 [4.84-5.03]
Spain,1997,Male,5.39 [5.26-5.51]
Spain,1997,Female,4.46 [4.35-4.57]
Spain,1996,Both sexes,5.22 [5.12-5.32]
Spain,1996,Male,5.71 [5.58-5.83]
Spain,1996,Female,4.71 [4.59-4.82]
Spain,1995,Both sexes,5.56 [5.46-5.66]
Spain,1995,Male,6.1 [5.97-6.23]
Spain,1995,Female,4.99 [4.88-5.11]
Spain,1994,Both sexes,5.94 [5.83-6.05]
Spain,1994,Male,6.51 [6.38-6.66]
Spain,1994,Female,5.33 [5.21-5.46]
Spain,1993,Both sexes,6.33 [6.21-6.46]
Spain,1993,Male,6.95 [6.79-7.1]
Spain,1993,Female,5.69 [5.56-5.83]
Spain,1992,Both sexes,6.72 [6.59-6.85]
Spain,1992,Male,7.39 [7.23-7.56]
Spain,1992,Female,6.01 [5.87-6.15]
Spain,1991,Both sexes,7.08 [6.95-7.23]
Spain,1991,Male,7.79 [7.62-7.97]
Spain,1991,Female,6.34 [6.19-6.49]
Spain,1990,Both sexes,7.43 [7.29-7.58]
Spain,1990,Male,8.17 [8-8.35]
Spain,1990,Female,6.66 [6.51-6.82]
Spain,1989,Both sexes,7.77 [7.62-7.91]
Spain,1989,Male,8.57 [8.39-8.75]
Spain,1989,Female,6.92 [6.77-7.08]
Spain,1988,Both sexes,8.09 [7.94-8.25]
Spain,1988,Male,8.94 [8.75-9.13]
Spain,1988,Female,7.2 [7.04-7.37]
Spain,1987,Both sexes,8.42 [8.26-8.58]
Spain,1987,Male,9.34 [9.14-9.53]
Spain,1987,Female,7.46 [7.3-7.63]
Spain,1986,Both sexes,8.77 [8.61-8.94]
Spain,1986,Male,9.75 [9.54-9.96]
Spain,1986,Female,7.75 [7.57-7.92]
Spain,1985,Both sexes,9.16 [8.99-9.34]
Spain,1985,Male,10.18 [9.97-10.4]
Spain,1985,Female,8.09 [7.92-8.27]
Spain,1984,Both sexes,9.61 [9.44-9.79]
Spain,1984,Male,10.69 [10.47-10.92]
Spain,1984,Female,8.48 [8.3-8.67]
Spain,1983,Both sexes,10.14 [9.94-10.33]
Spain,1983,Male,11.27 [11.04-11.51]
Spain,1983,Female,8.95 [8.75-9.15]
Spain,1982,Both sexes,10.76 [10.55-10.96]
Spain,1982,Male,11.99 [11.74-12.24]
Spain,1982,Female,9.46 [9.25-9.67]
Spain,1981,Both sexes,11.49 [11.27-11.72]
Spain,1981,Male,12.86 [12.59-13.14]
Spain,1981,Female,10.06 [9.84-10.28]
Spain,1980,Both sexes,12.38 [12.14-12.61]
Spain,1980,Male,13.85 [13.57-14.13]
Spain,1980,Female,10.83 [10.59-11.06]
Spain,1979,Both sexes,13.4 [13.14-13.65]
Spain,1979,Male,14.96 [14.66-15.27]
Spain,1979,Female,11.75 [11.5-12.01]
Spain,1978,Both sexes,14.53 [14.25-14.82]
Spain,1978,Male,16.17 [15.84-16.52]
Spain,1978,Female,12.81 [12.52-13.09]
Spain,1977,Both sexes,15.75 [15.46-16.06]
Spain,1977,Male,17.54 [17.19-17.92]
Spain,1977,Female,13.87 [13.57-14.18]
Spain,1976,Both sexes,17.06 [16.7-17.44]
Spain,1976,Male,19.05 [18.63-19.5]
Spain,1976,Female,14.98 [14.62-15.34]
Spain,1975,Both sexes,18.49 [17.92-19.08]
Spain,1975,Male,20.63 [19.98-21.3]
Spain,1975,Female,16.24 [15.71-16.8]
Spain,1974,Both sexes,20.04 [19.06-21.07]
Spain,1974,Male,22.34 [21.23-23.51]
Spain,1974,Female,17.61 [16.71-18.56]
Sri Lanka,2019,Both sexes,6.08 [4.97-7.38]
Sri Lanka,2019,Male,6.62 [5.42-8.07]
Sri Lanka,2019,Female,5.49 [4.49-6.68]
Sri Lanka,2018,Both sexes,6.35 [5.41-7.42]
Sri Lanka,2018,Male,6.93 [5.9-8.11]
Sri Lanka,2018,Female,5.74 [4.89-6.72]
Sri Lanka,2017,Both sexes,6.67 [5.92-7.49]
Sri Lanka,2017,Male,7.3 [6.48-8.23]
Sri Lanka,2017,Female,6 [5.32-6.75]
Sri Lanka,2016,Both sexes,7.04 [6.5-7.61]
Sri Lanka,2016,Male,7.71 [7.11-8.36]
Sri Lanka,2016,Female,6.33 [5.83-6.87]
Sri Lanka,2015,Both sexes,7.48 [7.12-7.88]
Sri Lanka,2015,Male,8.23 [7.8-8.68]
Sri Lanka,2015,Female,6.7 [6.35-7.09]
Sri Lanka,2014,Both sexes,8.01 [7.76-8.28]
Sri Lanka,2014,Male,8.81 [8.5-9.13]
Sri Lanka,2014,Female,7.17 [6.91-7.45]
Sri Lanka,2013,Both sexes,8.57 [8.35-8.8]
Sri Lanka,2013,Male,9.42 [9.16-9.71]
Sri Lanka,2013,Female,7.66 [7.43-7.91]
Sri Lanka,2012,Both sexes,9.11 [8.88-9.35]
Sri Lanka,2012,Male,9.99 [9.71-10.29]
Sri Lanka,2012,Female,8.18 [7.93-8.44]
Sri Lanka,2011,Both sexes,9.59 [9.34-9.85]
Sri Lanka,2011,Male,10.5 [10.2-10.82]
Sri Lanka,2011,Female,8.63 [8.36-8.9]
Sri Lanka,2010,Both sexes,9.98 [9.73-10.24]
Sri Lanka,2010,Male,10.9 [10.6-11.21]
Sri Lanka,2010,Female,9.02 [8.75-9.29]
Sri Lanka,2009,Both sexes,10.3 [10.06-10.54]
Sri Lanka,2009,Male,11.24 [10.95-11.54]
Sri Lanka,2009,Female,9.31 [9.06-9.57]
Sri Lanka,2008,Both sexes,10.64 [10.39-10.88]
Sri Lanka,2008,Male,11.62 [11.33-11.91]
Sri Lanka,2008,Female,9.6 [9.35-9.86]
Sri Lanka,2007,Both sexes,11.1 [10.86-11.34]
Sri Lanka,2007,Male,12.12 [11.84-12.41]
Sri Lanka,2007,Female,10.03 [9.78-10.29]
Sri Lanka,2006,Both sexes,11.66 [11.42-11.91]
Sri Lanka,2006,Male,12.73 [12.44-13.03]
Sri Lanka,2006,Female,10.54 [10.28-10.81]
Sri Lanka,2005,Both sexes,12.2 [11.94-12.47]
Sri Lanka,2005,Male,13.31 [13.01-13.63]
Sri Lanka,2005,Female,11.02 [10.75-11.31]
Sri Lanka,2004,Both sexes,15.36 [15.04-15.69]
Sri Lanka,2004,Male,16.54 [16.16-16.93]
Sri Lanka,2004,Female,14.13 [13.78-14.49]
Sri Lanka,2003,Both sexes,13 [12.73-13.27]
Sri Lanka,2003,Male,14.21 [13.89-14.54]
Sri Lanka,2003,Female,11.72 [11.44-12.02]
Sri Lanka,2002,Both sexes,13.36 [13.1-13.63]
Sri Lanka,2002,Male,14.63 [14.31-14.95]
Sri Lanka,2002,Female,12.04 [11.76-12.32]
Sri Lanka,2001,Both sexes,13.76 [13.5-14.02]
Sri Lanka,2001,Male,15.06 [14.75-15.38]
Sri Lanka,2001,Female,12.39 [12.11-12.67]
Sri Lanka,2000,Both sexes,14.22 [13.95-14.49]
Sri Lanka,2000,Male,15.53 [15.21-15.86]
Sri Lanka,2000,Female,12.84 [12.56-13.13]
Sri Lanka,1999,Both sexes,14.75 [14.48-15.02]
Sri Lanka,1999,Male,16.06 [15.74-16.38]
Sri Lanka,1999,Female,13.38 [13.09-13.67]
Sri Lanka,1998,Both sexes,15.32 [15.04-15.6]
Sri Lanka,1998,Male,16.68 [16.35-17.02]
Sri Lanka,1998,Female,13.89 [13.6-14.2]
Sri Lanka,1997,Both sexes,15.91 [15.63-16.19]
Sri Lanka,1997,Male,17.33 [16.99-17.68]
Sri Lanka,1997,Female,14.42 [14.11-14.73]
Sri Lanka,1996,Both sexes,16.5 [16.21-16.79]
Sri Lanka,1996,Male,18.01 [17.65-18.36]
Sri Lanka,1996,Female,14.92 [14.6-15.23]
Sri Lanka,1995,Both sexes,17.09 [16.79-17.4]
Sri Lanka,1995,Male,18.69 [18.32-19.07]
Sri Lanka,1995,Female,15.41 [15.08-15.74]
Sri Lanka,1994,Both sexes,17.65 [17.34-17.97]
Sri Lanka,1994,Male,19.36 [18.98-19.75]
Sri Lanka,1994,Female,15.86 [15.53-16.19]
Sri Lanka,1993,Both sexes,18.12 [17.78-18.45]
Sri Lanka,1993,Male,19.92 [19.52-20.33]
Sri Lanka,1993,Female,16.23 [15.88-16.57]
Sri Lanka,1992,Both sexes,18.41 [18.08-18.75]
Sri Lanka,1992,Male,20.28 [19.88-20.69]
Sri Lanka,1992,Female,16.44 [16.1-16.79]
Sri Lanka,1991,Both sexes,18.57 [18.23-18.9]
Sri Lanka,1991,Male,20.45 [20.04-20.85]
Sri Lanka,1991,Female,16.59 [16.25-16.93]
Sri Lanka,1990,Both sexes,18.68 [18.33-19.02]
Sri Lanka,1990,Male,20.5 [20.07-20.92]
Sri Lanka,1990,Female,16.77 [16.41-17.13]
Sri Lanka,1989,Both sexes,18.9 [18.56-19.24]
Sri Lanka,1989,Male,20.66 [20.24-21.08]
Sri Lanka,1989,Female,17.06 [16.71-17.42]
Sri Lanka,1988,Both sexes,19.5 [19.16-19.86]
Sri Lanka,1988,Male,21.26 [20.84-21.69]
Sri Lanka,1988,Female,17.66 [17.3-18.04]
Sri Lanka,1987,Both sexes,20.78 [20.42-21.16]
Sri Lanka,1987,Male,22.62 [22.19-23.07]
Sri Lanka,1987,Female,18.85 [18.47-19.24]
Sri Lanka,1986,Both sexes,22.72 [22.32-23.13]
Sri Lanka,1986,Male,24.72 [24.25-25.2]
Sri Lanka,1986,Female,20.62 [20.22-21.04]
Sri Lanka,1985,Both sexes,25.1 [24.66-25.55]
Sri Lanka,1985,Male,27.3 [26.76-27.82]
Sri Lanka,1985,Female,22.79 [22.34-23.26]
Sri Lanka,1984,Both sexes,27.66 [27.18-28.14]
Sri Lanka,1984,Male,30.07 [29.5-30.63]
Sri Lanka,1984,Female,25.14 [24.63-25.64]
Sri Lanka,1983,Both sexes,30.18 [29.66-30.7]
Sri Lanka,1983,Male,32.75 [32.14-33.35]
Sri Lanka,1983,Female,27.49 [26.94-28.02]
Sri Lanka,1982,Both sexes,32.47 [31.92-33.02]
Sri Lanka,1982,Male,35.36 [34.72-36.01]
Sri Lanka,1982,Female,29.44 [28.86-30.01]
Sri Lanka,1981,Both sexes,34.59 [33.97-35.22]
Sri Lanka,1981,Male,37.6 [36.89-38.35]
Sri Lanka,1981,Female,31.42 [30.79-32.06]
Sri Lanka,1980,Both sexes,36.83 [36.1-37.59]
Sri Lanka,1980,Male,40.06 [39.22-40.95]
Sri Lanka,1980,Female,33.46 [32.71-34.2]
Sri Lanka,1979,Both sexes,39.39 [38.51-40.29]
Sri Lanka,1979,Male,42.85 [41.83-43.93]
Sri Lanka,1979,Female,35.76 [34.85-36.67]
Sri Lanka,1978,Both sexes,42.08 [41.02-43.15]
Sri Lanka,1978,Male,45.75 [44.55-47.03]
Sri Lanka,1978,Female,38.23 [37.16-39.3]
Sri Lanka,1977,Both sexes,44.71 [43.43-45.97]
Sri Lanka,1977,Male,48.6 [47.14-50.04]
Sri Lanka,1977,Female,40.64 [39.39-41.85]
Sri Lanka,1976,Both sexes,47.06 [45.49-48.61]
Sri Lanka,1976,Male,51.17 [49.37-52.96]
Sri Lanka,1976,Female,42.73 [41.23-44.27]
Sri Lanka,1975,Both sexes,48.96 [47.09-50.84]
Sri Lanka,1975,Male,53.27 [51.16-55.4]
Sri Lanka,1975,Female,44.41 [42.6-46.31]
Sri Lanka,1974,Both sexes,50.3 [48.24-52.48]
Sri Lanka,1974,Male,54.77 [52.44-57.23]
Sri Lanka,1974,Female,45.61 [43.62-47.73]
Sri Lanka,1973,Both sexes,51.24 [49.03-53.56]
Sri Lanka,1973,Male,55.81 [53.34-58.49]
Sri Lanka,1973,Female,46.44 [44.31-48.73]
Sri Lanka,1972,Both sexes,51.89 [49.73-54.21]
Sri Lanka,1972,Male,56.56 [54.08-59.23]
Sri Lanka,1972,Female,47.01 [44.88-49.26]
Sri Lanka,1971,Both sexes,52.41 [50.39-54.54]
Sri Lanka,1971,Male,57.13 [54.83-59.61]
Sri Lanka,1971,Female,47.43 [45.45-49.53]
Sri Lanka,1970,Both sexes,52.96 [51.2-54.84]
Sri Lanka,1970,Male,57.77 [55.71-59.92]
Sri Lanka,1970,Female,47.93 [46.17-49.75]
Sri Lanka,1969,Both sexes,53.75 [52.31-55.24]
Sri Lanka,1969,Male,58.62 [56.93-60.36]
Sri Lanka,1969,Female,48.61 [47.18-50.12]
Sri Lanka,1968,Both sexes,54.86 [53.66-56.04]
Sri Lanka,1968,Male,59.82 [58.45-61.2]
Sri Lanka,1968,Female,49.62 [48.48-50.77]
Sri Lanka,1967,Both sexes,56.34 [55.34-57.33]
Sri Lanka,1967,Male,61.54 [60.36-62.69]
Sri Lanka,1967,Female,50.89 [49.9-51.88]
Sri Lanka,1966,Both sexes,58.07 [57.13-59.03]
Sri Lanka,1966,Male,63.27 [62.19-64.41]
Sri Lanka,1966,Female,52.6 [51.65-53.56]
Sri Lanka,1965,Both sexes,59.7 [58.75-60.67]
Sri Lanka,1965,Male,64.89 [63.78-66.03]
Sri Lanka,1965,Female,54.25 [53.28-55.23]
Sri Lanka,1964,Both sexes,61.04 [60.09-62.02]
Sri Lanka,1964,Male,66.38 [65.28-67.52]
Sri Lanka,1964,Female,55.42 [54.47-56.4]
Sri Lanka,1963,Both sexes,62.28 [61.27-63.33]
Sri Lanka,1963,Male,67.65 [66.46-68.86]
Sri Lanka,1963,Female,56.63 [55.62-57.68]
Sri Lanka,1962,Both sexes,63.64 [62.6-64.71]
Sri Lanka,1962,Male,68.82 [67.61-70.07]
Sri Lanka,1962,Female,58.21 [57.17-59.29]
Sri Lanka,1961,Both sexes,65.48 [64.4-66.56]
Sri Lanka,1961,Male,70.7 [69.46-71.96]
Sri Lanka,1961,Female,59.99 [58.89-61.1]
Sri Lanka,1960,Both sexes,68.14 [67.01-69.3]
Sri Lanka,1960,Male,73.7 [72.4-75.04]
Sri Lanka,1960,Female,62.29 [61.14-63.47]
Sri Lanka,1959,Both sexes,71.81 [70.63-73.02]
Sri Lanka,1959,Male,77.68 [76.32-79.06]
Sri Lanka,1959,Female,65.63 [64.44-66.87]
Sri Lanka,1958,Both sexes,75.98 [74.66-77.31]
Sri Lanka,1958,Male,82.16 [80.63-83.67]
Sri Lanka,1958,Female,69.48 [68.17-70.84]
Sri Lanka,1957,Both sexes,79.92 [78.37-81.46]
Sri Lanka,1957,Male,86.48 [84.76-88.24]
Sri Lanka,1957,Female,73.01 [71.47-74.53]
Sri Lanka,1956,Both sexes,83.29 [81.18-85.42]
Sri Lanka,1956,Male,90.26 [87.9-92.68]
Sri Lanka,1956,Female,75.98 [73.9-78]
Sri Lanka,1955,Both sexes,86.02 [82.89-89.22]
Sri Lanka,1955,Male,93.18 [89.64-96.8]
Sri Lanka,1955,Female,78.53 [75.47-81.55]
Sri Lanka,1954,Both sexes,88.09 [83.5-92.79]
Sri Lanka,1954,Male,95.36 [90.31-100.6]
Sri Lanka,1954,Female,80.42 [76.11-84.93]
Sri Lanka,1953,Both sexes,89.62 [83.26-96.5]
Sri Lanka,1953,Male,97.03 [90.01-104.5]
Sri Lanka,1953,Female,81.89 [75.91-88.3]
Sri Lanka,1952,Both sexes,90.89 [82.42-100.3]
Sri Lanka,1952,Male,98.37 [89.11-108.7]
Sri Lanka,1952,Female,83.05 [75.08-91.84]
Sri Lanka,1951,Both sexes,91.95 [81.13-104.5]
Sri Lanka,1951,Male,99.4 [87.76-113.3]
Sri Lanka,1951,Female,84.04 [73.93-95.62]
Sudan,2019,Both sexes,40.97 [31.82-52.26]
Sudan,2019,Male,45.38 [35.15-58.14]
Sudan,2019,Female,36.27 [28.11-46.42]
Sudan,2018,Both sexes,42.02 [33.54-52.15]
Sudan,2018,Male,46.59 [37.16-57.97]
Sudan,2018,Female,37.21 [29.67-46.45]
Sudan,2017,Both sexes,43.11 [35.3-52.31]
Sudan,2017,Male,47.75 [39.05-58.1]
Sudan,2017,Female,38.21 [31.23-46.59]
Sudan,2016,Both sexes,44.18 [36.99-52.63]
Sudan,2016,Male,48.95 [40.95-58.39]
Sudan,2016,Female,39.13 [32.65-46.83]
Sudan,2015,Both sexes,45.21 [38.62-53.03]
Sudan,2015,Male,50.11 [42.71-58.9]
Sudan,2015,Female,40.02 [34-47.14]
Sudan,2014,Both sexes,46.23 [40.03-53.48]
Sudan,2014,Male,51.26 [44.3-59.5]
Sudan,2014,Female,40.98 [35.32-47.63]
Sudan,2013,Both sexes,47.29 [41.41-54.11]
Sudan,2013,Male,52.42 [45.76-60.19]
Sudan,2013,Female,41.92 [36.54-48.16]
Sudan,2012,Both sexes,48.38 [42.79-54.77]
Sudan,2012,Male,53.62 [47.26-60.93]
Sudan,2012,Female,42.84 [37.78-48.74]
Sudan,2011,Both sexes,49.47 [44.11-55.46]
Sudan,2011,Male,54.84 [48.74-61.66]
Sudan,2011,Female,43.84 [39.01-49.46]
Sudan (until 2011),2010,Both sexes,50.6 [45.46-56.27]
Sudan (until 2011),2010,Male,56.07 [50.23-62.51]
Sudan (until 2011),2010,Female,44.86 [40.15-50.14]
Sudan (until 2011),2009,Both sexes,51.81 [46.81-57.17]
Sudan (until 2011),2009,Male,57.36 [51.61-63.48]
Sudan (until 2011),2009,Female,45.94 [41.37-51.03]
Sudan (until 2011),2008,Both sexes,53.07 [48.19-58.28]
Sudan (until 2011),2008,Male,58.75 [53.14-64.68]
Sudan (until 2011),2008,Female,47.12 [42.63-52.08]
Sudan (until 2011),2007,Both sexes,54.43 [49.68-59.48]
Sudan (until 2011),2007,Male,60.23 [54.8-66.06]
Sudan (until 2011),2007,Female,48.32 [43.93-53.22]
Sudan (until 2011),2006,Both sexes,55.89 [51.21-60.81]
Sudan (until 2011),2006,Male,61.82 [56.46-67.49]
Sudan (until 2011),2006,Female,49.66 [45.3-54.5]
Sudan (until 2011),2005,Both sexes,57.45 [52.81-62.33]
Sudan (until 2011),2005,Male,63.52 [58.15-69.08]
Sudan (until 2011),2005,Female,51.09 [46.78-55.8]
Sudan (until 2011),2004,Both sexes,59.09 [54.52-63.94]
Sudan (until 2011),2004,Male,65.37 [60.05-70.88]
Sudan (until 2011),2004,Female,52.54 [48.23-57.24]
Sudan (until 2011),2003,Both sexes,60.86 [56.31-65.65]
Sudan (until 2011),2003,Male,67.29 [61.97-72.73]
Sudan (until 2011),2003,Female,54.11 [49.8-58.82]
Sudan (until 2011),2002,Both sexes,62.7 [58.11-67.58]
Sudan (until 2011),2002,Male,69.3 [63.98-74.81]
Sudan (until 2011),2002,Female,55.74 [51.44-60.45]
Sudan (until 2011),2001,Both sexes,64.6 [60.01-69.48]
Sudan (until 2011),2001,Male,71.38 [66.01-76.97]
Sudan (until 2011),2001,Female,57.4 [53.1-62.2]
Sudan (until 2011),2000,Both sexes,66.47 [61.78-71.51]
Sudan (until 2011),2000,Male,73.47 [68-79.22]
Sudan (until 2011),2000,Female,59.11 [54.67-64.04]
Sudan (until 2011),1999,Both sexes,68.37 [63.55-73.51]
