Location,Period,Dimension,Under-five mortality rate (probability of dying by age 5 per 1000 live births)
Myanmar,1989,Female,109.2 [99.31-120.5]
Myanmar,1988,Both sexes,119.6 [109-131.4]
Myanmar,1988,Male,127.1 [115.5-140.1]
Myanmar,1988,Female,111.5 [101.1-123.2]
Myanmar,1987,Both sexes,121.9 [110.7-134.2]
Myanmar,1987,Male,129.6 [117.4-143]
Myanmar,1987,Female,113.8 [102.9-126.1]
Myanmar,1986,Both sexes,124.3 [112.3-137.2]
Myanmar,1986,Male,132.1 [119-146]
Myanmar,1986,Female,116 [104.6-128.8]
Myanmar,1985,Both sexes,126.6 [114.1-140.3]
Myanmar,1985,Male,134.4 [120.7-149.2]
Myanmar,1985,Female,118.2 [106.2-131.7]
Myanmar,1984,Both sexes,128.9 [115.5-143.4]
Myanmar,1984,Male,136.9 [122.5-152.3]
Myanmar,1984,Female,120.5 [107.6-134.8]
Myanmar,1983,Both sexes,131.4 [117.1-146.7]
Myanmar,1983,Male,139.4 [124.2-155.7]
Myanmar,1983,Female,122.9 [109.1-138.1]
Myanmar,1982,Both sexes,134.1 [118.9-150.4]
Myanmar,1982,Male,142.1 [125.8-159.5]
Myanmar,1982,Female,125.5 [110.7-141.7]
Myanmar,1981,Both sexes,136.9 [120.4-154.2]
Myanmar,1981,Male,145.1 [127.5-163.5]
Myanmar,1981,Female,128.2 [112.3-145.3]
Myanmar,1980,Both sexes,139.8 [122.2-158.3]
Myanmar,1980,Male,148 [129.5-168]
Myanmar,1980,Female,131.1 [114.1-149.1]
Myanmar,1979,Both sexes,142.9 [124.4-162.6]
Myanmar,1979,Male,151.2 [131.4-172.6]
Myanmar,1979,Female,134.1 [116.3-153.2]
Myanmar,1978,Both sexes,146.1 [126.5-167.2]
Myanmar,1978,Male,154.6 [133.6-177.2]
Myanmar,1978,Female,137.3 [118.3-157.9]
Myanmar,1977,Both sexes,149.5 [128.7-172.4]
Myanmar,1977,Male,158 [135.8-182.3]
Myanmar,1977,Female,140.5 [120.4-162.8]
Myanmar,1976,Both sexes,153.2 [130.8-177.7]
Myanmar,1976,Male,161.6 [137.8-187.5]
Myanmar,1976,Female,144 [122.6-167.8]
Myanmar,1975,Both sexes,156.7 [132.8-182.9]
Myanmar,1975,Male,165.3 [139.7-192.9]
Myanmar,1975,Female,147.5 [124.7-173.2]
Myanmar,1974,Both sexes,160.1 [134.5-188.8]
Myanmar,1974,Male,168.9 [141.7-199]
Myanmar,1974,Female,150.8 [126.6-178.8]
Myanmar,1973,Both sexes,163.6 [136.1-194.8]
Myanmar,1973,Male,172.5 [143.3-205.5]
Myanmar,1973,Female,154.1 [128-184.6]
Myanmar,1972,Both sexes,167 [137.3-201.1]
Myanmar,1972,Male,176 [144.5-212.4]
Myanmar,1972,Female,157.6 [129.2-190.8]
Myanmar,1971,Both sexes,170.4 [138.4-208.1]
Myanmar,1971,Male,179.6 [145.7-219.8]
Myanmar,1971,Female,161 [130.2-197.2]
Myanmar,1970,Both sexes,173.8 [139.1-215.6]
Myanmar,1970,Male,182.9 [146.3-226.9]
Myanmar,1970,Female,164.3 [131.1-204.4]
Myanmar,1969,Both sexes,177.1 [139.5-222.8]
Myanmar,1969,Male,186.2 [146.5-234.7]
Myanmar,1969,Female,167.6 [131.5-211.6]
Myanmar,1968,Both sexes,180.4 [139.6-230.5]
Myanmar,1968,Male,189.6 [146.4-243]
Myanmar,1968,Female,170.5 [131.7-219]
Namibia,2019,Both sexes,42.36 [24.8-77.04]
Namibia,2019,Male,46.15 [27.01-83.64]
Namibia,2019,Female,38.51 [22.49-69.7]
Namibia,2018,Both sexes,43.3 [26.18-75.98]
Namibia,2018,Male,47.21 [28.46-82.54]
Namibia,2018,Female,39.25 [23.73-68.96]
Namibia,2017,Both sexes,44.53 [28.01-75.12]
Namibia,2017,Male,48.4 [30.25-82.04]
Namibia,2017,Female,40.48 [25.43-68.5]
Namibia,2016,Both sexes,46.3 [30-75.59]
Namibia,2016,Male,50.17 [32.57-81.75]
Namibia,2016,Female,42.09 [27.41-68.92]
Namibia,2015,Both sexes,47.84 [32.29-74.69]
Namibia,2015,Male,51.88 [34.94-81.28]
Namibia,2015,Female,43.59 [29.45-68.36]
Namibia,2014,Both sexes,48.14 [33.72-72.31]
Namibia,2014,Male,52.22 [36.46-78.57]
Namibia,2014,Female,43.81 [30.6-65.8]
Namibia,2013,Both sexes,50.06 [36.34-71.77]
Namibia,2013,Male,54.31 [39.43-78.06]
Namibia,2013,Female,45.59 [33.02-65.68]
Namibia,2012,Both sexes,52.18 [39.27-71.43]
Namibia,2012,Male,56.53 [42.44-77.55]
Namibia,2012,Female,47.62 [35.74-65.27]
Namibia,2011,Both sexes,50.39 [39.37-66]
Namibia,2011,Male,54.66 [42.58-71.69]
Namibia,2011,Female,45.93 [35.8-60.09]
Namibia,2010,Both sexes,49.67 [40.35-61.98]
Namibia,2010,Male,53.97 [43.8-67.24]
Namibia,2010,Female,45.24 [36.63-56.53]
Namibia,2009,Both sexes,51.8 [43.53-62.26]
Namibia,2009,Male,56.14 [46.98-67.51]
Namibia,2009,Female,47.29 [39.48-56.86]
Namibia,2008,Both sexes,55.76 [47.92-65.04]
Namibia,2008,Male,60.02 [51.45-70.15]
Namibia,2008,Female,51.23 [44.02-59.93]
Namibia,2007,Both sexes,60.71 [53.34-69.39]
Namibia,2007,Male,65.01 [56.93-74.51]
Namibia,2007,Female,56.16 [49.22-64.22]
Namibia,2006,Both sexes,65.6 [58.36-73.84]
Namibia,2006,Male,69.99 [62.12-79.17]
Namibia,2006,Female,60.91 [54.1-68.76]
Namibia,2005,Both sexes,70.21 [62.77-78.57]
Namibia,2005,Male,74.78 [66.7-83.86]
Namibia,2005,Female,65.38 [58.21-73.38]
Namibia,2004,Both sexes,73.73 [66.1-82.32]
Namibia,2004,Male,78.54 [70.18-87.97]
Namibia,2004,Female,68.65 [61.19-77.06]
Namibia,2003,Both sexes,74.04 [66.48-82.76]
Namibia,2003,Male,78.9 [70.79-88.39]
Namibia,2003,Female,68.89 [61.55-77.43]
Namibia,2002,Both sexes,74.34 [66.98-83.21]
Namibia,2002,Male,79.22 [71.16-88.78]
Namibia,2002,Female,69.24 [62-77.78]
Namibia,2001,Both sexes,74.92 [67.53-83.82]
Namibia,2001,Male,79.78 [71.72-89.53]
Namibia,2001,Female,69.72 [62.63-78.29]
Namibia,2000,Both sexes,75.37 [67.89-84.36]
Namibia,2000,Male,80.36 [72.15-90.04]
Namibia,2000,Female,70.21 [63.05-78.89]
Namibia,1999,Both sexes,75.4 [67.65-84.55]
Namibia,1999,Male,80.33 [71.94-90.32]
Namibia,1999,Female,70.2 [62.77-78.99]
Namibia,1998,Both sexes,74.85 [66.87-84.09]
Namibia,1998,Male,79.77 [71.04-89.85]
Namibia,1998,Female,69.57 [62.06-78.4]
Namibia,1997,Both sexes,73.63 [65.6-82.94]
Namibia,1997,Male,78.54 [69.75-88.78]
Namibia,1997,Female,68.43 [60.87-77.34]
Namibia,1996,Both sexes,72.07 [64.16-81.4]
Namibia,1996,Male,76.98 [68.32-86.99]
Namibia,1996,Female,66.91 [59.35-75.72]
Namibia,1995,Both sexes,70.58 [62.86-79.48]
Namibia,1995,Male,75.44 [67.08-85.1]
Namibia,1995,Female,65.42 [58.18-73.9]
Namibia,1994,Both sexes,69.3 [61.98-77.92]
Namibia,1994,Male,74.21 [66.28-83.45]
Namibia,1994,Female,64.23 [57.33-72.3]
Namibia,1993,Both sexes,68.86 [61.96-76.91]
Namibia,1993,Male,73.67 [66.18-82.29]
Namibia,1993,Female,63.8 [57.21-71.42]
Namibia,1992,Both sexes,69.28 [62.62-77.01]
Namibia,1992,Male,74.12 [66.84-82.42]
Namibia,1992,Female,64.25 [57.83-71.51]
Namibia,1991,Both sexes,70.51 [64.01-77.97]
Namibia,1991,Male,75.33 [68.18-83.56]
Namibia,1991,Female,65.37 [59.08-72.7]
Namibia,1990,Both sexes,72.28 [65.76-79.74]
Namibia,1990,Male,77.14 [70.03-85.28]
Namibia,1990,Female,67.14 [60.92-74.32]
Namibia,1989,Both sexes,74.56 [67.73-82.16]
Namibia,1989,Male,79.49 [72.14-87.92]
Namibia,1989,Female,69.33 [62.84-76.63]
Namibia,1988,Both sexes,77.28 [70.27-85.25]
Namibia,1988,Male,82.3 [74.55-91.03]
Namibia,1988,Female,71.95 [65.24-79.59]
Namibia,1987,Both sexes,80.27 [72.96-88.62]
Namibia,1987,Male,85.4 [77.37-94.51]
Namibia,1987,Female,74.88 [67.8-82.87]
Namibia,1986,Both sexes,83.66 [75.81-92.42]
Namibia,1986,Male,88.93 [80.38-98.55]
Namibia,1986,Female,78.13 [70.65-86.65]
Namibia,1985,Both sexes,87.27 [78.93-96.67]
Namibia,1985,Male,92.67 [83.64-102.8]
Namibia,1985,Female,81.65 [73.49-90.81]
Namibia,1984,Both sexes,90.99 [82-101.1]
Namibia,1984,Male,96.42 [86.84-107.3]
Namibia,1984,Female,85.21 [76.53-95.03]
Namibia,1983,Both sexes,94.39 [84.86-105]
Namibia,1983,Male,99.91 [89.76-111.4]
Namibia,1983,Female,88.52 [79.45-98.83]
Namibia,1982,Both sexes,97.26 [87.22-108.3]
Namibia,1982,Male,102.9 [92.22-114.9]
Namibia,1982,Female,91.26 [81.66-102.2]
Namibia,1981,Both sexes,99.38 [89.07-111]
Namibia,1981,Male,105.1 [94.13-117.7]
Namibia,1981,Female,93.35 [83.39-104.8]
Namibia,1980,Both sexes,100.8 [90.13-113]
Namibia,1980,Male,106.5 [95.04-119.5]
Namibia,1980,Female,94.76 [84.38-106.6]
Namibia,1979,Both sexes,101.4 [90.09-114.3]
Namibia,1979,Male,107.1 [95.07-120.9]
Namibia,1979,Female,95.38 [84.44-107.9]
Namibia,1978,Both sexes,101.3 [89.52-114.8]
Namibia,1978,Male,107.1 [94.36-121.4]
Namibia,1978,Female,95.39 [83.86-108.3]
Namibia,1977,Both sexes,100.8 [88.46-114.9]
Namibia,1977,Male,106.5 [93.2-121.6]
Namibia,1977,Female,94.85 [82.9-108.3]
Namibia,1976,Both sexes,100.1 [87.14-114.7]
Namibia,1976,Male,105.7 [91.75-121.4]
Namibia,1976,Female,94.08 [81.57-108.2]
Namibia,1975,Both sexes,99.2 [85.74-114.6]
Namibia,1975,Male,104.7 [90.26-121.2]
Namibia,1975,Female,93.32 [80.44-108.2]
Namibia,1974,Both sexes,98.34 [84.49-114.5]
Namibia,1974,Male,103.8 [88.99-121.2]
Namibia,1974,Female,92.53 [79.23-108.2]
Namibia,1973,Both sexes,97.55 [83.39-114.6]
Namibia,1973,Male,103 [87.77-121]
Namibia,1973,Female,91.76 [78.1-108]
Namibia,1972,Both sexes,96.93 [82.15-114.7]
Namibia,1972,Male,102.4 [86.57-121.4]
Namibia,1972,Female,91.18 [77.14-108.2]
Namibia,1971,Both sexes,96.37 [80.93-115.4]
Namibia,1971,Male,101.8 [85.34-122]
Namibia,1971,Female,90.64 [76.05-108.7]
Namibia,1970,Both sexes,96.04 [79.77-116.3]
Namibia,1970,Male,101.4 [83.91-123]
Namibia,1970,Female,90.32 [74.8-109.7]
Namibia,1969,Both sexes,95.53 [77.83-118.1]
Namibia,1969,Male,100.9 [82.07-124.8]
Namibia,1969,Female,89.95 [73.22-111.1]
Namibia,1968,Both sexes,95.16 [75.52-120.8]
Namibia,1968,Male,100.6 [79.68-127.9]
Namibia,1968,Female,89.59 [70.94-113.7]
Namibia,1967,Both sexes,94.71 [72.48-125.3]
Namibia,1967,Male,100.2 [76.62-132.7]
Namibia,1967,Female,89.06 [67.95-117.6]
Nauru,2019,Both sexes,30.91 [16.98-55.58]
Nauru,2019,Male,34.04 [18.7-60.92]
Nauru,2019,Female,27.58 [15.15-49.47]
Nauru,2018,Both sexes,31.86 [18.09-55.63]
Nauru,2018,Male,35.01 [19.9-61.06]
Nauru,2018,Female,28.49 [16.19-49.94]
Nauru,2017,Both sexes,32.92 [19.22-55.5]
Nauru,2017,Male,36.16 [21.14-60.98]
Nauru,2017,Female,29.48 [17.11-49.63]
Nauru,2016,Both sexes,33.88 [20.38-55.2]
Nauru,2016,Male,37.21 [22.42-60.74]
Nauru,2016,Female,30.41 [18.17-49.86]
Nauru,2015,Both sexes,34.87 [21.57-55.26]
Nauru,2015,Male,38.32 [23.7-60.73]
Nauru,2015,Female,31.33 [19.28-49.58]
Nauru,2014,Both sexes,35.82 [22.82-54.93]
Nauru,2014,Male,39.28 [25.08-60.3]
Nauru,2014,Female,32.29 [20.49-49.47]
Nauru,2013,Both sexes,36.78 [24.13-54.48]
Nauru,2013,Male,40.31 [26.48-59.89]
Nauru,2013,Female,33.13 [21.6-49.14]
Nauru,2012,Both sexes,37.67 [25.44-53.9]
Nauru,2012,Male,41.28 [27.91-59.39]
Nauru,2012,Female,33.92 [22.85-48.6]
Nauru,2011,Both sexes,38.44 [26.72-53.33]
Nauru,2011,Male,42.02 [29.19-58.5]
Nauru,2011,Female,34.58 [24.06-48]
Nauru,2010,Both sexes,38.94 [28.01-52.38]
Nauru,2010,Male,42.6 [30.58-57.68]
Nauru,2010,Female,35.09 [25.11-47.27]
Nauru,2009,Both sexes,39.33 [29.13-51.34]
Nauru,2009,Male,42.92 [31.78-56.39]
Nauru,2009,Female,35.47 [26.11-46.55]
Nauru,2008,Both sexes,39.35 [30.06-50.12]
Nauru,2008,Male,42.99 [32.79-54.94]
Nauru,2008,Female,35.48 [26.88-45.46]
Nauru,2007,Both sexes,39.12 [30.88-48.62]
Nauru,2007,Male,42.72 [33.59-53.3]
Nauru,2007,Female,35.26 [27.67-44.06]
Nauru,2006,Both sexes,38.81 [31.58-47.15]
Nauru,2006,Male,42.49 [34.49-51.71]
Nauru,2006,Female,34.97 [28.3-42.64]
Nauru,2005,Both sexes,38.67 [32.27-46.03]
Nauru,2005,Male,42.31 [35.15-50.52]
Nauru,2005,Female,34.82 [28.89-41.56]
Nauru,2004,Both sexes,38.73 [32.82-45.39]
Nauru,2004,Male,42.36 [35.8-49.94]
Nauru,2004,Female,34.92 [29.39-41.05]
Nauru,2003,Both sexes,39.08 [33.48-45.41]
Nauru,2003,Male,42.72 [36.36-49.87]
Nauru,2003,Female,35.22 [30.03-41.25]
Nauru,2002,Both sexes,39.62 [34.08-45.95]
Nauru,2002,Male,43.32 [37.1-50.46]
Nauru,2002,Female,35.73 [30.61-41.76]
Nauru,2001,Both sexes,40.46 [34.77-47]
Nauru,2001,Male,44.17 [37.85-51.55]
Nauru,2001,Female,36.51 [31.21-42.69]
Nauru,2000,Both sexes,41.5 [35.5-48.53]
Nauru,2000,Male,45.32 [38.59-53.19]
Nauru,2000,Female,37.47 [31.83-43.97]
Nauru,1999,Both sexes,42.73 [36.24-50.44]
Nauru,1999,Male,46.58 [39.37-55.25]
Nauru,1999,Female,38.67 [32.55-45.83]
Nauru,1998,Both sexes,44.15 [36.91-52.84]
Nauru,1998,Male,48.1 [40.08-57.86]
Nauru,1998,Female,39.98 [33.23-47.99]
Nauru,1997,Both sexes,45.7 [37.54-55.96]
Nauru,1997,Male,49.71 [40.65-60.99]
Nauru,1997,Female,41.47 [33.86-50.82]
Nauru,1996,Both sexes,47.47 [37.86-59.61]
Nauru,1996,Male,51.57 [41.02-64.82]
Nauru,1996,Female,43.07 [34.27-54.21]
Nauru,1995,Both sexes,49.26 [38.05-63.82]
Nauru,1995,Male,53.46 [41.22-69.28]
Nauru,1995,Female,44.77 [34.49-58.29]
Nauru,1994,Both sexes,51.18 [38-68.84]
Nauru,1994,Male,55.48 [41.22-74.76]
Nauru,1994,Female,46.61 [34.41-62.8]
Nauru,1993,Both sexes,53.24 [37.78-74.58]
Nauru,1993,Male,57.6 [40.84-81.05]
Nauru,1993,Female,48.65 [34.34-68.33]
Nauru,1992,Both sexes,55.49 [37.38-81.85]
Nauru,1992,Male,59.89 [40.41-88.46]
Nauru,1992,Female,50.71 [34.14-75.02]
Nauru,1991,Both sexes,57.79 [36.77-89.78]
Nauru,1991,Male,62.3 [39.78-96.87]
Nauru,1991,Female,52.97 [33.62-82.6]
Nauru,1990,Both sexes,60.26 [36.21-99.19]
Nauru,1990,Male,64.98 [39.17-107]
Nauru,1990,Female,55.12 [33.14-91.3]
Nauru,1989,Both sexes,62.71 [35.55-110.2]
Nauru,1989,Male,67.57 [38.16-118.5]
Nauru,1989,Female,57.57 [32.64-101.2]
Nauru,1988,Both sexes,65.28 [34.81-122.5]
Nauru,1988,Male,70.2 [37.38-131.2]
Nauru,1988,Female,60.17 [32.04-113]
Nauru,1987,Both sexes,67.97 [34.17-137]
Nauru,1987,Male,72.86 [36.59-146.8]
Nauru,1987,Female,62.77 [31.38-127.1]
Nauru,1986,Both sexes,70.81 [33.13-152.7]
Nauru,1986,Male,75.91 [35.49-163.8]
Nauru,1986,Female,65.63 [30.59-142.7]
Nauru,1985,Both sexes,74.14 [32.06-171.9]
Nauru,1985,Male,79.16 [34.24-183.1]
Nauru,1985,Female,68.71 [29.72-160.5]
Nepal,2019,Both sexes,30.79 [23.6-40.66]
Nepal,2019,Male,32.94 [25.22-43.57]
Nepal,2019,Female,28.48 [21.88-37.74]
Nepal,2018,Both sexes,31.95 [25.32-40.65]
Nepal,2018,Male,34.12 [26.97-43.64]
Nepal,2018,Female,29.6 [23.42-37.81]
Nepal,2017,Both sexes,33.21 [27.01-41.11]
Nepal,2017,Male,35.38 [28.75-43.98]
Nepal,2017,Female,30.88 [25.07-38.34]
Nepal,2016,Both sexes,34.62 [28.86-41.65]
Nepal,2016,Male,36.9 [30.72-44.48]
Nepal,2016,Female,32.19 [26.82-38.81]
Nepal,2015,Both sexes,36.22 [30.84-42.53]
Nepal,2015,Male,38.47 [32.7-45.35]
Nepal,2015,Female,33.79 [28.76-39.72]
Nepal,2014,Both sexes,37.93 [32.83-43.83]
Nepal,2014,Male,40.25 [34.76-46.61]
Nepal,2014,Female,35.46 [30.69-41.06]
Nepal,2013,Both sexes,39.86 [35-45.44]
Nepal,2013,Male,42.2 [36.93-48.12]
Nepal,2013,Female,37.4 [32.77-42.72]
Nepal,2012,Both sexes,41.99 [37.32-47.24]
Nepal,2012,Male,44.35 [39.28-50.02]
Nepal,2012,Female,39.45 [34.89-44.55]
Nepal,2011,Both sexes,44.25 [39.72-49.3]
Nepal,2011,Male,46.64 [41.74-52.08]
Nepal,2011,Female,41.72 [37.27-46.63]
Nepal,2010,Both sexes,46.65 [42.19-51.56]
Nepal,2010,Male,49.04 [44.23-54.27]
Nepal,2010,Female,44.1 [39.7-48.88]
Nepal,2009,Both sexes,49.17 [44.76-53.99]
Nepal,2009,Male,51.57 [46.83-56.77]
Nepal,2009,Female,46.62 [42.21-51.28]
Nepal,2008,Both sexes,51.83 [47.47-56.54]
Nepal,2008,Male,54.33 [49.61-59.51]
Nepal,2008,Female,49.19 [44.83-53.87]
Nepal,2007,Both sexes,54.68 [50.29-59.41]
Nepal,2007,Male,57.12 [52.36-62.23]
Nepal,2007,Female,52.14 [47.72-56.9]
Nepal,2006,Both sexes,57.75 [53.27-62.49]
Nepal,2006,Male,60.15 [55.35-65.29]
Nepal,2006,Female,55.21 [50.74-60.08]
Nepal,2005,Both sexes,61 [56.44-65.81]
Nepal,2005,Male,63.36 [58.47-68.56]
Nepal,2005,Female,58.53 [53.95-63.48]
Nepal,2004,Both sexes,64.48 [59.82-69.43]
Nepal,2004,Male,66.77 [61.85-72.06]
Nepal,2004,Female,62.08 [57.44-67.19]
Nepal,2003,Both sexes,68.2 [63.54-73.35]
Nepal,2003,Male,70.42 [65.41-75.83]
Nepal,2003,Female,65.93 [61.09-71.13]
Nepal,2002,Both sexes,72.18 [67.36-77.57]
Nepal,2002,Male,74.37 [69.25-79.93]
Nepal,2002,Female,69.96 [64.97-75.36]
Nepal,2001,Both sexes,76.46 [71.46-81.97]
Nepal,2001,Male,78.54 [73.22-84.28]
Nepal,2001,Female,74.31 [69.19-79.97]
Nepal,2000,Both sexes,81.02 [75.75-86.8]
Nepal,2000,Male,83 [77.52-88.97]
Nepal,2000,Female,78.92 [73.6-84.83]
Nepal,1999,Both sexes,85.83 [80.3-91.75]
Nepal,1999,Male,87.73 [81.98-93.95]
Nepal,1999,Female,83.83 [78.27-89.95]
Nepal,1998,Both sexes,90.84 [85.09-97.06]
Nepal,1998,Male,92.7 [86.66-99.08]
Nepal,1998,Female,88.95 [83.11-95.34]
Nepal,1997,Both sexes,96.09 [90.06-102.5]
Nepal,1997,Male,97.73 [91.43-104.4]
Nepal,1997,Female,94.38 [88.29-101]
Nepal,1996,Both sexes,101.6 [95.27-108.2]
Nepal,1996,Male,103 [96.44-109.9]
Nepal,1996,Female,99.99 [93.62-106.9]
Nepal,1995,Both sexes,107.2 [100.7-114.1]
Nepal,1995,Male,108.6 [101.7-115.9]
Nepal,1995,Female,105.8 [99.16-113]
Nepal,1994,Both sexes,113.2 [106.4-120.4]
Nepal,1994,Male,114.4 [107.2-122]
Nepal,1994,Female,111.9 [104.9-119.4]
Nepal,1993,Both sexes,119.4 [112.3-127.1]
Nepal,1993,Male,120.4 [112.9-128.4]
Nepal,1993,Female,118.3 [110.9-126.3]
Nepal,1992,Both sexes,126 [118.4-134.1]
Nepal,1992,Male,126.8 [118.9-135.3]
Nepal,1992,Female,125 [117.1-133.4]
Nepal,1991,Both sexes,132.7 [124.7-141.4]
Nepal,1991,Male,133.6 [125.2-142.5]
Nepal,1991,Female,131.9 [123.4-140.9]
Nepal,1990,Both sexes,139.8 [131.1-148.9]
Nepal,1990,Male,140.5 [131.6-149.9]
Nepal,1990,Female,139.1 [130.1-148.5]
Nepal,1989,Both sexes,146.9 [137.8-156.8]
Nepal,1989,Male,147.4 [138-157.5]
Nepal,1989,Female,146.4 [137-156.4]
Nepal,1988,Both sexes,154.2 [144.6-164.5]
Nepal,1988,Male,154.4 [144.7-165.2]
Nepal,1988,Female,153.8 [143.8-164.4]
Nepal,1987,Both sexes,161.3 [151.2-172.3]
Nepal,1987,Male,161.4 [151-172.8]
Nepal,1987,Female,161.3 [150.7-172.5]
Nepal,1986,Both sexes,168.4 [157.8-180]
Nepal,1986,Male,168.2 [157.4-180]
Nepal,1986,Female,168.6 [157.6-180.4]
Nepal,1985,Both sexes,175.2 [164.4-187.3]
Nepal,1985,Male,174.9 [163.5-187.4]
Nepal,1985,Female,175.7 [164.1-188]
Nepal,1984,Both sexes,181.9 [170.6-194.6]
Nepal,1984,Male,181.4 [169.6-194.4]
Nepal,1984,Female,182.5 [170.6-195.5]
Nepal,1983,Both sexes,188.4 [176.6-201.6]
Nepal,1983,Male,187.8 [175.7-201.4]
Nepal,1983,Female,189.1 [176.7-202.8]
Nepal,1982,Both sexes,194.9 [182.3-208.7]
Nepal,1982,Male,194.1 [181.3-208.3]
Nepal,1982,Female,195.8 [182.6-209.9]
Nepal,1981,Both sexes,201.3 [188.2-215.6]
Nepal,1981,Male,200.4 [187.1-215.1]
Nepal,1981,Female,202.3 [188.7-217.1]
Nepal,1980,Both sexes,207.8 [194.1-222.6]
Nepal,1980,Male,206.9 [192.8-222.1]
Nepal,1980,Female,208.7 [194.5-224.1]
Nepal,1979,Both sexes,214.2 [199.8-229.5]
Nepal,1979,Male,213.2 [198.4-229.1]
Nepal,1979,Female,215.2 [200.2-231.4]
Nepal,1978,Both sexes,220.3 [205.4-236.4]
Nepal,1978,Male,219.5 [203.9-236]
Nepal,1978,Female,221.3 [206-238.2]
Nepal,1977,Both sexes,226.4 [210.9-243.3]
Nepal,1977,Male,225.4 [209.1-242.7]
Nepal,1977,Female,227.5 [211.4-245]
Nepal,1976,Both sexes,232 [215.9-249.6]
Nepal,1976,Male,231 [214.2-248.8]
Nepal,1976,Female,233.2 [216.4-251.5]
Nepal,1975,Both sexes,237.5 [220.7-255.6]
Nepal,1975,Male,236.4 [219.1-254.8]
Nepal,1975,Female,238.6 [221.3-257.8]
Nepal,1974,Both sexes,242.8 [225.1-261.9]
Nepal,1974,Male,241.5 [223.5-261]
Nepal,1974,Female,244.1 [225.9-264.2]
Nepal,1973,Both sexes,248.2 [229.6-268.3]
Nepal,1973,Male,247 [228.1-267.4]
Nepal,1973,Female,249.4 [230.5-270.5]
Nepal,1972,Both sexes,253.5 [234.1-274.5]
Nepal,1972,Male,252.3 [232.5-273.9]
Nepal,1972,Female,254.6 [234.7-276.6]
Nepal,1971,Both sexes,258.9 [238.7-281.2]
Nepal,1971,Male,257.8 [237.1-280.4]
Nepal,1971,Female,260 [239.1-283]
Nepal,1970,Both sexes,264.6 [243.6-287.9]
Nepal,1970,Male,263.4 [242.1-287.1]
Nepal,1970,Female,265.8 [244-289.5]
Nepal,1969,Both sexes,270.4 [248.5-294.9]
Nepal,1969,Male,269.4 [247.1-294.1]
Nepal,1969,Female,271.7 [249-297.1]
Nepal,1968,Both sexes,276.6 [253.8-302.2]
Nepal,1968,Male,275.5 [252.4-301.4]
Nepal,1968,Female,277.8 [254.3-304]
Nepal,1967,Both sexes,283 [259.5-310]
Nepal,1967,Male,282 [257.9-309.4]
Nepal,1967,Female,284.4 [259.8-312.1]
Nepal,1966,Both sexes,289.8 [265.1-317.7]
Nepal,1966,Male,288.5 [263.2-317]
Nepal,1966,Female,291.1 [265.5-320]
Nepal,1965,Both sexes,296.1 [270.6-326]
Nepal,1965,Male,295.1 [268.4-325]
Nepal,1965,Female,297.7 [271.1-328.2]
Nepal,1964,Both sexes,302.5 [275.5-333.7]
Nepal,1964,Male,301.3 [273.6-333.1]
Nepal,1964,Female,304 [275.8-336]
Nepal,1963,Both sexes,308.5 [279.7-341.1]
Nepal,1963,Male,307.4 [278.2-340.8]
Nepal,1963,Female,310.1 [280.2-343.5]
Nepal,1962,Both sexes,314 [283.4-348.3]
Nepal,1962,Male,312.6 [281.9-348.1]
Nepal,1962,Female,315.3 [283.9-350.7]
Nepal,1961,Both sexes,318.6 [286.5-355]
Nepal,1961,Male,317.4 [284.9-354.9]
Nepal,1961,Female,320.2 [286.9-357.3]
Nepal,1960,Both sexes,322.6 [288.5-360.9]
Nepal,1960,Male,321.4 [287.2-360.3]
Nepal,1960,Female,323.9 [289.2-363]
Nepal,1959,Both sexes,325.9 [289.9-366]
Nepal,1959,Male,324.5 [288.5-365.4]
Nepal,1959,Female,326.8 [290.3-368.4]
Nepal,1958,Both sexes,328.4 [290.3-370.2]
Nepal,1958,Male,327.3 [289.2-369.4]
Nepal,1958,Female,329.1 [290.8-372.1]
Nepal,1957,Both sexes,330 [290.3-374]
Nepal,1957,Male,329.2 [289.1-373.2]
Nepal,1957,Female,330.8 [290.7-375.8]
Nepal,1956,Both sexes,331.2 [289.6-377.8]
Nepal,1956,Male,330.4 [288.7-376.7]
Nepal,1956,Female,331.8 [289.9-379.7]
Nepal,1955,Both sexes,332.1 [288.8-381.4]
Nepal,1955,Male,331.6 [287.5-380.4]
Nepal,1955,Female,332.6 [288.6-383.4]
Nepal,1954,Both sexes,333.1 [287.5-385.1]
Nepal,1954,Male,332.8 [286.8-384.5]
Nepal,1954,Female,333.3 [287.1-387.3]
Nepal,1953,Both sexes,333.9 [285.8-389.5]
Nepal,1953,Male,333.7 [285.2-389.1]
Nepal,1953,Female,334.1 [285.1-391.1]
Nepal,1952,Both sexes,334.5 [283.2-394.2]
Nepal,1952,Male,334.1 [282.5-393.9]
Nepal,1952,Female,334.5 [282.8-395.6]
Netherlands,2019,Both sexes,4.04 [3.87-4.22]
Netherlands,2019,Male,4.42 [4.22-4.63]
Netherlands,2019,Female,3.64 [3.47-3.82]
Netherlands,2018,Both sexes,4.03 [3.9-4.16]
Netherlands,2018,Male,4.41 [4.25-4.57]
Netherlands,2018,Female,3.63 [3.49-3.77]
Netherlands,2017,Both sexes,4.02 [3.92-4.13]
Netherlands,2017,Male,4.4 [4.27-4.54]
