Unnamed: 0,Period,Location,Sector,Expenditure(million USD),GDP(%)
1924,2002,Estonia,Fuel and energy,3.404,0.0462
1925,2002,Estonia,Environment protection,45.671,0.61985
1926,2002,Estonia,Housing and community amenities,26.665,0.3619
1927,2002,Estonia,Health,323.67,4.39287
1928,2002,Estonia,Education,482.337,6.54632
1929,2002,Estonia,Social protection,722.702,9.80857
1930,2002,Estonia,General public services,248.591,3.3739
1931,2002,Estonia,Defence,100.136,1.35906
1932,2002,Estonia,Public order and safety,197.058,2.67448
1933,2002,Estonia,"Recreation, culture and religion",166.326,2.2574
1934,2002,Estonia,"General economic, commercial and labour affairs",16.453,0.2233
1935,2002,Estonia,Other industries,6.335,0.08598
1936,2002,Estonia,RandD Economic affairs,16.548,0.22458
1937,2002,Estonia,Economic affairs n.e.c.,5.768,0.07828
1938,2002,Finland,Total function,68053.887,48.69871
1939,2002,Finland,"Agriculture, forestry, fishing and hunting",1598.965,1.1442
1940,2002,Finland,"Mining, manufacturing and construction",122.925,0.08796
1941,2002,Finland,Transport,2880.218,2.06106
1942,2002,Finland,Communication,38.769,0.02774
1943,2002,Finland,Fuel and energy,20.803,0.01489
1944,2002,Finland,Environment protection,417.944,0.29908
1945,2002,Finland,Housing and community amenities,544.65,0.38975
1946,2002,Finland,Health,8698.333,6.22444
1947,2002,Finland,Education,8574.463,6.1358
1948,2002,Finland,Social protection,27993.71,20.03203
1949,2002,Finland,General public services,9822.62,7.02897
1950,2002,Finland,Defence,1824.957,1.30592
1951,2002,Finland,Public order and safety,1751.203,1.25314
1952,2002,Finland,"Recreation, culture and religion",1525.21,1.09143
1953,2002,Finland,"General economic, commercial and labour affairs",1023.111,0.73213
1954,2002,Finland,Other industries,138.054,0.09879
1955,2002,Finland,RandD Economic affairs,845.343,0.60492
1956,2002,Finland,Economic affairs n.e.c.,232.611,0.16645
1957,2002,France,Total function,792671.617,52.94309
1958,2002,France,"Agriculture, forestry, fishing and hunting",5627.109,0.37584
1959,2002,France,"Mining, manufacturing and construction",421.726,0.02817
1960,2002,France,Transport,27408.4,1.83063
1961,2002,France,Communication,196.679,0.01314
1962,2002,France,Fuel and energy,4000.722,0.26721
1963,2002,France,Environment protection,11381.871,0.7602
1964,2002,France,Housing and community amenities,16925.77,1.13048
1965,2002,France,Health,109394.37,7.30653
1966,2002,France,Education,86796.103,5.79717
1967,2002,France,Social protection,310715.526,20.7529
1968,2002,France,General public services,115502.776,7.71451
1969,2002,France,Defence,30586.473,2.04289
1970,2002,France,Public order and safety,22930.163,1.53152
1971,2002,France,"Recreation, culture and religion",19180.963,1.28111
1972,2002,France,"General economic, commercial and labour affairs",13276.801,0.88677
1973,2002,France,Other industries,4116.082,0.27492
1974,2002,France,RandD Economic affairs,13101.87,0.87508
1975,2002,France,Economic affairs n.e.c.,1109.158,0.07408
1976,2002,Georgia,Total function,568.495,15.91404
1977,2002,Georgia,"Agriculture, forestry, fishing and hunting",8.471,0.23714
1978,2002,Georgia,"Mining, manufacturing and construction",0.364,0.0102
1979,2002,Georgia,Transport,16.259,0.45515
1980,2002,Georgia,Communication,0.0,0.0
1981,2002,Georgia,Fuel and energy,7.697,0.21546
1982,2002,Georgia,Environment protection,0.0,0.0
1983,2002,Georgia,Housing and community amenities,35.297,0.98807
1984,2002,Georgia,Health,34.249,0.95875
1985,2002,Georgia,Education,79.11,2.21455
1986,2002,Georgia,Social protection,148.701,4.16264
1987,2002,Georgia,General public services,142.066,3.97688
1988,2002,Georgia,Defence,22.317,0.62471
1989,2002,Georgia,Public order and safety,45.544,1.27493
1990,2002,Georgia,"Recreation, culture and religion",27.782,0.77771
1991,2002,Georgia,"General economic, commercial and labour affairs",0.0,0.0
1992,2002,Georgia,Other industries,0.0,0.0
1993,2002,Georgia,RandD Economic affairs,0.0,0.0
1994,2002,Georgia,Economic affairs n.e.c.,0.638,0.01785
1995,2002,Germany,Total function,995002.646,48.09754
1996,2002,Germany,"Agriculture, forestry, fishing and hunting",6410.044,0.30986
1997,2002,Germany,"Mining, manufacturing and construction",5751.925,0.27804
1998,2002,Germany,Transport,35702.973,1.72585
1999,2002,Germany,Communication,154.129,0.00745
2000,2002,Germany,Fuel and energy,4438.523,0.21455
2001,2002,Germany,Environment protection,12860.748,0.62168
2002,2002,Germany,Housing and community amenities,21191.253,1.02437
2003,2002,Germany,Health,139179.942,6.72783
2004,2002,Germany,Education,86528.506,4.18271
2005,2002,Germany,Social protection,428325.041,20.70485
2006,2002,Germany,General public services,138709.992,6.70512
2007,2002,Germany,Defence,21795.474,1.05357
2008,2002,Germany,Public order and safety,33707.812,1.62941
2009,2002,Germany,"Recreation, culture and religion",25170.227,1.21671
2010,2002,Germany,"General economic, commercial and labour affairs",25321.519,1.22402
2011,2002,Germany,Other industries,3694.357,0.17858
2012,2002,Germany,RandD Economic affairs,2847.122,0.13763
2013,2002,Germany,Economic affairs n.e.c.,3213.06,0.15532
2014,2002,Greece,Total function,70785.649,46.01313
2015,2002,Greece,"Agriculture, forestry, fishing and hunting",226.938,0.14752
2016,2002,Greece,"Mining, manufacturing and construction",469.95,0.30548
2017,2002,Greece,Transport,3112.829,2.02345
2018,2002,Greece,Communication,0.0,0.0
2019,2002,Greece,Fuel and energy,0.0,0.0
2020,2002,Greece,Environment protection,754.568,0.4905
2021,2002,Greece,Housing and community amenities,578.691,0.37617
2022,2002,Greece,Health,9224.072,5.99597
2023,2002,Greece,Education,6046.944,3.93072
2024,2002,Greece,Social protection,21227.185,13.79841
2025,2002,Greece,General public services,17055.313,11.08655
2026,2002,Greece,Defence,4464.999,2.9024
2027,2002,Greece,Public order and safety,2326.111,1.51205
2028,2002,Greece,"Recreation, culture and religion",1013.655,0.65891
2029,2002,Greece,"General economic, commercial and labour affairs",1937.481,1.25943
2030,2002,Greece,Other industries,57.68,0.03749
2031,2002,Greece,RandD Economic affairs,0.0,0.0
2032,2002,Greece,Economic affairs n.e.c.,2289.234,1.48808
2033,2002,Hungary,Total function,34473.923,50.99482
2034,2002,Hungary,"Agriculture, forestry, fishing and hunting",1771.484,2.62043
2035,2002,Hungary,"Mining, manufacturing and construction",26.302,0.03891
2036,2002,Hungary,Transport,1782.0,2.63599
2037,2002,Hungary,Communication,85.51,0.12649
2038,2002,Hungary,Fuel and energy,8.678,0.01284
2039,2002,Hungary,Environment protection,576.482,0.85275
2040,2002,Hungary,Housing and community amenities,577.8,0.8547
2041,2002,Hungary,Health,3683.335,5.4485
2042,2002,Hungary,Education,3828.069,5.66259
2043,2002,Hungary,Social protection,10298.536,15.23389
2044,2002,Hungary,General public services,6585.385,9.74129
2045,2002,Hungary,Defence,951.383,1.40731
2046,2002,Hungary,Public order and safety,1533.522,2.26843
2047,2002,Hungary,"Recreation, culture and religion",1212.296,1.79326
2048,2002,Hungary,"General economic, commercial and labour affairs",739.41,1.09376
2049,2002,Hungary,Other industries,328.195,0.48547
2050,2002,Hungary,RandD Economic affairs,39.44,0.05834
2051,2002,Hungary,Economic affairs n.e.c.,446.095,0.65988
2052,2002,Iceland,Total function,4235.895,45.45733
2053,2002,Iceland,"Agriculture, forestry, fishing and hunting",133.917,1.43712
2054,2002,Iceland,"Mining, manufacturing and construction",9.387,0.10073
2055,2002,Iceland,Transport,302.427,3.24548
2056,2002,Iceland,Communication,3.934,0.04222
2057,2002,Iceland,Fuel and energy,22.188,0.23811
2058,2002,Iceland,Environment protection,63.936,0.68613
2059,2002,Iceland,Housing and community amenities,70.129,0.75258
2060,2002,Iceland,Health,770.354,8.26702
2061,2002,Iceland,Education,719.227,7.71836
2062,2002,Iceland,Social protection,776.444,8.33238
2063,2002,Iceland,General public services,809.008,8.68184
2064,2002,Iceland,Defence,2.596,0.02786
2065,2002,Iceland,Public order and safety,130.059,1.39572
2066,2002,Iceland,"Recreation, culture and religion",298.035,3.19835
2067,2002,Iceland,"General economic, commercial and labour affairs",58.422,0.62696
2068,2002,Iceland,Other industries,8.176,0.08774
2069,2002,Iceland,RandD Economic affairs,49.086,0.52677
2070,2002,Iceland,Economic affairs n.e.c.,8.57,0.09197
2071,2002,Indonesia,Total function,,
2072,2002,Indonesia,"Agriculture, forestry, fishing and hunting",,
2073,2002,Indonesia,"Mining, manufacturing and construction",,
2074,2002,Indonesia,Transport,,
2075,2002,Indonesia,Communication,,
2076,2002,Indonesia,Fuel and energy,,
2077,2002,Indonesia,Environment protection,,
2078,2002,Indonesia,Housing and community amenities,,
2079,2002,Indonesia,Health,,
2080,2002,Indonesia,Education,,
2081,2002,Indonesia,Social protection,,
2082,2002,Indonesia,General public services,,
2083,2002,Indonesia,Defence,,
2084,2002,Indonesia,Public order and safety,,
2085,2002,Indonesia,"Recreation, culture and religion",,
2086,2002,Indonesia,"General economic, commercial and labour affairs",,
2087,2002,Indonesia,Other industries,,
2088,2002,Indonesia,RandD Economic affairs,,
2089,2002,Indonesia,Economic affairs n.e.c.,,
2090,2002,Indonesia,Others,,
2091,2002,Iran (Islamic Republic of),Total function,36796.979,24.52313
2092,2002,Iran (Islamic Republic of),Environment protection,1040.89,0.69369
2093,2002,Iran (Islamic Republic of),Housing and community amenities,1193.612,0.79548
2094,2002,Iran (Islamic Republic of),Health,1502.468,1.00131
2095,2002,Iran (Islamic Republic of),Education,2118.739,1.41202
2096,2002,Iran (Islamic Republic of),Social protection,9445.95,6.2952
2097,2002,Iran (Islamic Republic of),General public services,7859.697,5.23805
2098,2002,Iran (Islamic Republic of),Defence,3136.701,2.09044
2099,2002,Iran (Islamic Republic of),Public order and safety,1784.876,1.18952
2100,2002,Iran (Islamic Republic of),"Recreation, culture and religion",1912.586,1.27463
2101,2002,Ireland,Total function,42282.067,33.03506
2102,2002,Ireland,"Agriculture, forestry, fishing and hunting",902.144,0.70485
2103,2002,Ireland,"Mining, manufacturing and construction",140.427,0.10972
2104,2002,Ireland,Transport,2795.986,2.18451
2105,2002,Ireland,Communication,65.623,0.05127
2106,2002,Ireland,Fuel and energy,61.273,0.04787
2107,2002,Ireland,Environment protection,1025.011,0.80084
2108,2002,Ireland,Housing and community amenities,1662.858,1.29919
2109,2002,Ireland,Health,7562.453,5.90856
2110,2002,Ireland,Education,5134.768,4.0118
2111,2002,Ireland,Social protection,13984.931,10.92646
2112,2002,Ireland,General public services,4770.996,3.72759
2113,2002,Ireland,Defence,574.36,0.44875
2114,2002,Ireland,Public order and safety,1865.399,1.45744
2115,2002,Ireland,"Recreation, culture and religion",840.785,0.65691
2116,2002,Ireland,"General economic, commercial and labour affairs",433.063,0.33835
2117,2002,Ireland,Other industries,179.385,0.14015
2118,2002,Ireland,RandD Economic affairs,212.414,0.16596
2119,2002,Ireland,Economic affairs n.e.c.,70.19,0.05484
2120,2002,Israel,Total function,63691.464,52.5734
2121,2002,Israel,Environment protection,729.324,0.60201
2122,2002,Israel,Housing and community amenities,636.95,0.52576
2123,2002,Israel,Health,6439.535,5.31544
2124,2002,Israel,Education,9091.668,7.50461
2125,2002,Israel,Social protection,14863.698,12.26907
2126,2002,Israel,General public services,13898.464,11.47233
2127,2002,Israel,Defence,10644.348,8.78626
2128,2002,Israel,Public order and safety,1992.551,1.64473
2129,2002,Israel,"Recreation, culture and religion",1749.022,1.44371
2130,2002,Italy,Total function,596248.533,46.92025
2131,2002,Italy,"Agriculture, forestry, fishing and hunting",7220.968,0.56824
2132,2002,Italy,"Mining, manufacturing and construction",5463.903,0.42997
2133,2002,Italy,Transport,24283.468,1.91093
2134,2002,Italy,Communication,1524.549,0.11997
2135,2002,Italy,Fuel and energy,3225.73,0.25384
2136,2002,Italy,Environment protection,9950.272,0.78301
2137,2002,Italy,Housing and community amenities,8567.276,0.67418
2138,2002,Italy,Health,79762.926,6.27674
2139,2002,Italy,Education,56672.678,4.45971
2140,2002,Italy,Social protection,207389.848,16.32001
2141,2002,Italy,General public services,130420.147,10.26308
2142,2002,Italy,Defence,14634.645,1.15164
2143,2002,Italy,Public order and safety,24236.946,1.90726
2144,2002,Italy,"Recreation, culture and religion",9067.106,0.71351
2145,2002,Italy,"General economic, commercial and labour affairs",4765.219,0.37499
2146,2002,Italy,Other industries,2741.124,0.21571
2147,2002,Italy,RandD Economic affairs,6113.891,0.48112
2148,2002,Italy,Economic affairs n.e.c.,207.837,0.01636
2149,2002,Kazakhstan,Total function,5226.216,21.21322
2150,2002,Kazakhstan,Environment protection,20.729,0.08414
2151,2002,Kazakhstan,Housing and community amenities,161.329,0.65484
2152,2002,Kazakhstan,Health,463.985,1.88332
2153,2002,Kazakhstan,Education,790.355,3.20805
2154,2002,Kazakhstan,Social protection,1314.042,5.3337
2155,2002,Kazakhstan,General public services,633.74,2.57235
2156,2002,Kazakhstan,Defence,246.022,0.9986
2157,2002,Kazakhstan,Public order and safety,507.195,2.0587
2158,2002,Kazakhstan,"Recreation, culture and religion",148.95,0.60459
2159,2002,"Korea, Republic of",Total function,155766.387,24.83334
2160,2002,"Korea, Republic of",Environment protection,4882.86,0.77846
2161,2002,"Korea, Republic of",Housing and community amenities,5652.194,0.90111
2162,2002,"Korea, Republic of",Health,14993.978,2.39044
2163,2002,"Korea, Republic of",Education,26164.457,4.17132
2164,2002,"Korea, Republic of",Social protection,20216.802,3.2231
2165,2002,"Korea, Republic of",General public services,24842.871,3.96062
2166,2002,"Korea, Republic of",Defence,13510.04,2.15386
2167,2002,"Korea, Republic of",Public order and safety,6206.763,0.98952
2168,2002,"Korea, Republic of","Recreation, culture and religion",3714.039,0.59212
2169,2002,Kuwait,Total function,17304.223,45.37532
2170,2002,Kuwait,"Agriculture, forestry, fishing and hunting",118.454,0.31061
2171,2002,Kuwait,"Mining, manufacturing and construction",59.227,0.15531
2172,2002,Kuwait,Transport,0.0,0.0
2173,2002,Kuwait,Communication,72.389,0.18982
2174,2002,Kuwait,Fuel and energy,1687.976,4.42623
2175,2002,Kuwait,Environment protection,16.452,0.04314
2176,2002,Kuwait,Housing and community amenities,1141.769,2.99396
2177,2002,Kuwait,Health,1095.704,2.87317
2178,2002,Kuwait,Education,2336.185,6.12597
2179,2002,Kuwait,Social protection,2714.581,7.11821
2180,2002,Kuwait,General public services,1526.746,4.00345
2181,2002,Kuwait,Public order and safety,1566.231,4.10699
2182,2002,Kuwait,"Recreation, culture and religion",556.078,1.45815
2183,2002,Latvia,Total function,2782.436,29.11426
2184,2002,Latvia,"Agriculture, forestry, fishing and hunting",87.04,0.91075
2185,2002,Latvia,"Mining, manufacturing and construction",6.496,0.06797
2186,2002,Latvia,Transport,153.344,1.60453
2187,2002,Latvia,Communication,12.34,0.12912
2188,2002,Latvia,Fuel and energy,33.133,0.34669
2189,2002,Latvia,Environment protection,23.951,0.25062
2190,2002,Latvia,Housing and community amenities,105.914,1.10824
2191,2002,Latvia,Health,287.483,3.0081
2192,2002,Latvia,Education,451.984,4.72938
2193,2002,Latvia,Social protection,893.208,9.34616
2194,2002,Latvia,General public services,297.014,3.10783
2195,2002,Latvia,Defence,86.662,0.90679
2196,2002,Latvia,Public order and safety,180.141,1.88492
2197,2002,Latvia,"Recreation, culture and religion",105.015,1.09884
2198,2002,Latvia,"General economic, commercial and labour affairs",32.982,0.34511
2199,2002,Latvia,Other industries,4.387,0.04591
2200,2002,Latvia,RandD Economic affairs,1.002,0.01049
2201,2002,Latvia,Economic affairs n.e.c.,20.339,0.21282
2202,2002,Lithuania,Total function,5052.304,35.43779
2203,2002,Lithuania,"Agriculture, forestry, fishing and hunting",148.512,1.04169
2204,2002,Lithuania,"Mining, manufacturing and construction",26.873,0.18849
2205,2002,Lithuania,Transport,349.134,2.44889
2206,2002,Lithuania,Communication,4.662,0.0327
2207,2002,Lithuania,Fuel and energy,4.435,0.03111
2208,2002,Lithuania,Environment protection,14.959,0.10493
2209,2002,Lithuania,Housing and community amenities,56.328,0.39509
2210,2002,Lithuania,Health,728.962,5.11307
2211,2002,Lithuania,Education,869.446,6.09845
2212,2002,Lithuania,Social protection,1523.896,10.68889
2213,2002,Lithuania,General public services,631.766,4.43132
2214,2002,Lithuania,Defence,203.781,1.42935
2215,2002,Lithuania,Public order and safety,272.874,1.91399
2216,2002,Lithuania,"Recreation, culture and religion",130.262,0.91368
2217,2002,Lithuania,"General economic, commercial and labour affairs",50.9,0.35702
2218,2002,Lithuania,Other industries,23.091,0.16196
2219,2002,Lithuania,RandD Economic affairs,0.0,0.0
2220,2002,Lithuania,Economic affairs n.e.c.,12.406,0.08702
2221,2002,Luxembourg,Total function,9876.158,41.95709
2222,2002,Luxembourg,"Agriculture, forestry, fishing and hunting",113.998,0.4843
2223,2002,Luxembourg,"Mining, manufacturing and construction",46.749,0.19861
2224,2002,Luxembourg,Transport,1066.106,4.52916
2225,2002,Luxembourg,Communication,10.496,0.04459
2226,2002,Luxembourg,Fuel and energy,52.725,0.22399
2227,2002,Luxembourg,Environment protection,187.914,0.79832
2228,2002,Luxembourg,Housing and community amenities,233.377,0.99146
2229,2002,Luxembourg,Health,1174.743,4.99069
2230,2002,Luxembourg,Education,1090.653,4.63344
2231,2002,Luxembourg,Social protection,3890.941,16.52997
2232,2002,Luxembourg,General public services,1248.592,5.30442
2233,2002,Luxembourg,Defence,60.914,0.25878
2234,2002,Luxembourg,Public order and safety,241.632,1.02653
2235,2002,Luxembourg,"Recreation, culture and religion",279.464,1.18725
2236,2002,Luxembourg,"General economic, commercial and labour affairs",115.483,0.49061
2237,2002,Luxembourg,Other industries,26.845,0.11405
2238,2002,Luxembourg,RandD Economic affairs,46.22,0.19636
2239,2002,Malaysia,Total function,26920.263,26.69455
2240,2002,Malaysia,Housing and community amenities,1781.579,1.76664
2241,2002,Malaysia,Health,1751.053,1.73637
2242,2002,Malaysia,Education,7741.579,7.67667
2243,2002,Malaysia,General public services,7871.842,7.80584
2244,2002,Malaysia,Defence,2237.895,2.21913
2245,2002,Malaysia,Public order and safety,1278.421,1.2677
2246,2002,Maldives,Total function,244.961,26.82077
2247,2002,Maldives,"Agriculture, forestry, fishing and hunting",1.398,0.15311
2248,2002,Maldives,"Mining, manufacturing and construction",0.391,0.04277
2249,2002,Maldives,Transport,24.563,2.68935
2250,2002,Maldives,Fuel and energy,4.953,0.54232
2251,2002,Maldives,Environment protection,0.0,0.0
2252,2002,Maldives,Housing and community amenities,37.508,4.10673
2253,2002,Maldives,Health,24.75,2.70988
2254,2002,Maldives,Education,49.75,5.44713
2255,2002,Maldives,Social protection,7.742,0.84769
2256,2002,Maldives,General public services,60.141,6.5848
2257,2002,Maldives,Defence,24.922,2.7287
2258,2002,Maldives,Public order and safety,6.039,0.66122
2259,2002,Maldives,"Recreation, culture and religion",0.0,0.0
2260,2002,Maldives,Economic affairs n.e.c.,2.805,0.30709
2261,2002,Maldives,Others,12.461,1.36435
2262,2002,Malta,Total function,1766.615,39.51621
2263,2002,Malta,"Agriculture, forestry, fishing and hunting",28.273,0.63241
2264,2002,Malta,"Mining, manufacturing and construction",43.875,0.9814
2265,2002,Malta,Transport,82.832,1.85282
2266,2002,Malta,Communication,1.891,0.0423
2267,2002,Malta,Fuel and energy,0.0,0.0
2268,2002,Malta,Environment protection,38.012,0.85027
2269,2002,Malta,Housing and community amenities,38.958,0.87142
2270,2002,Malta,Health,231.666,5.18197
2271,2002,Malta,Education,249.442,5.57961
2272,2002,Malta,Social protection,560.725,12.54248
2273,2002,Malta,General public services,300.787,6.7281
2274,2002,Malta,Defence,29.88,0.66837
2275,2002,Malta,Public order and safety,65.906,1.47422
2276,2002,Malta,"Recreation, culture and religion",25.625,0.57319
2277,2002,Malta,"General economic, commercial and labour affairs",34.892,0.78047
2278,2002,Malta,Other industries,32.244,0.72125
2279,2002,Malta,RandD Economic affairs,1.513,0.03384
2280,2002,Malta,Economic affairs n.e.c.,0.0,0.0
2281,2002,Mauritius,Total function,1133.109,22.41517
2282,2002,Mauritius,"Agriculture, forestry, fishing and hunting",43.815,0.86676
2283,2002,Mauritius,"Mining, manufacturing and construction",12.806,0.25333
2284,2002,Mauritius,Transport,33.529,0.66327
2285,2002,Mauritius,Communication,6.365,0.12591
2286,2002,Mauritius,Fuel and energy,1.469,0.02905
2287,2002,Mauritius,Environment protection,48.605,0.9615
2288,2002,Mauritius,Housing and community amenities,77.221,1.52759
2289,2002,Mauritius,Health,96.516,1.90927
2290,2002,Mauritius,Education,171.123,3.38517
2291,2002,Mauritius,Social protection,242.584,4.7988
2292,2002,Mauritius,General public services,227.375,4.49793
2293,2002,Mauritius,Defence,9.025,0.17853
2294,2002,Mauritius,Public order and safety,83.753,1.6568
2295,2002,Mauritius,"Recreation, culture and religion",21.517,0.42565
2296,2002,"Moldova, Republic of",Total function,534.792,26.80871
2297,2002,"Moldova, Republic of","Agriculture, forestry, fishing and hunting",9.27,0.4647
2298,2002,"Moldova, Republic of","Mining, manufacturing and construction",0.965,0.04839
2299,2002,"Moldova, Republic of",Transport,8.46,0.42407
2300,2002,"Moldova, Republic of",Communication,0.0,0.0
2301,2002,"Moldova, Republic of",Fuel and energy,0.184,0.00923
2302,2002,"Moldova, Republic of",Environment protection,1.547,0.07757
2303,2002,"Moldova, Republic of",Housing and community amenities,10.67,0.53489
2304,2002,"Moldova, Republic of",Health,64.102,3.2134
2305,2002,"Moldova, Republic of",Education,106.621,5.34482
2306,2002,"Moldova, Republic of",Social protection,157.29,7.88481
2307,2002,"Moldova, Republic of",General public services,115.493,5.78958
2308,2002,"Moldova, Republic of",Defence,8.165,0.40929
2309,2002,"Moldova, Republic of",Public order and safety,41.237,2.06715
2310,2002,"Moldova, Republic of","Recreation, culture and religion",10.788,0.5408
2311,2002,"Moldova, Republic of","General economic, commercial and labour affairs",0.0,0.0
2312,2002,"Moldova, Republic of",Other industries,0.0,0.0
2313,2002,"Moldova, Republic of",RandD Economic affairs,0.0,0.0
2314,2002,"Moldova, Republic of",Economic affairs n.e.c.,0.0,0.0
2315,2002,Mongolia,Total function,565.421,34.91761
2316,2002,Mongolia,Housing and community amenities,6.818,0.42106
2317,2002,Mongolia,Health,52.205,3.22391
2318,2002,Mongolia,Education,93.405,5.76825
2319,2002,Mongolia,Social protection,87.271,5.38941
2320,2002,Mongolia,General public services,204.108,12.60468
2321,2002,Mongolia,Defence,25.282,1.56132
2322,2002,Mongolia,Public order and safety,27.472,1.69651
2323,2002,Mongolia,"Recreation, culture and religion",15.776,0.97423
2324,2002,Netherlands (Kingdom of the),Total function,206968.123,43.88307
2325,2002,Netherlands (Kingdom of the),"Agriculture, forestry, fishing and hunting",1302.055,0.27607
2326,2002,Netherlands (Kingdom of the),"Mining, manufacturing and construction",514.392,0.10907
2327,2002,Netherlands (Kingdom of the),Transport,12685.817,2.68975
2328,2002,Netherlands (Kingdom of the),Communication,88.884,0.01885
2329,2002,Netherlands (Kingdom of the),Fuel and energy,1236.81,0.26224
2330,2002,Netherlands (Kingdom of the),Environment protection,7439.774,1.57744
2331,2002,Netherlands (Kingdom of the),Housing and community amenities,3511.861,0.74461
2332,2002,Netherlands (Kingdom of the),Health,24394.857,5.1724
2333,2002,Netherlands (Kingdom of the),Education,22797.783,4.83377
2334,2002,Netherlands (Kingdom of the),Social protection,71908.991,15.24673
2335,2002,Netherlands (Kingdom of the),General public services,30139.217,6.39036
2336,2002,Netherlands (Kingdom of the),Defence,6756.124,1.43249
2337,2002,Netherlands (Kingdom of the),Public order and safety,7902.16,1.67548
2338,2002,Netherlands (Kingdom of the),"Recreation, culture and religion",7003.865,1.48502
2339,2002,Netherlands (Kingdom of the),"General economic, commercial and labour affairs",5094.751,1.08023
2340,2002,Netherlands (Kingdom of the),Other industries,1379.592,0.29251
2341,2002,Netherlands (Kingdom of the),RandD Economic affairs,2052.841,0.43526
2342,2002,Netherlands (Kingdom of the),Economic affairs n.e.c.,758.35,0.16079
2343,2002,Norway,Total function,92245.291,47.17833
2344,2002,Norway,"Agriculture, forestry, fishing and hunting",1952.96,0.99883
2345,2002,Norway,"Mining, manufacturing and construction",213.809,0.10935
2346,2002,Norway,Transport,4973.585,2.54371
2347,2002,Norway,Communication,26.429,0.01352
2348,2002,Norway,Fuel and energy,176.608,0.09033
2349,2002,Norway,Environment protection,1064.784,0.54458
2350,2002,Norway,Housing and community amenities,616.751,0.31543
2351,2002,Norway,Health,15393.087,7.87271
2352,2002,Norway,Education,11274.736,5.7664
2353,2002,Norway,Social protection,34601.91,17.69695
2354,2002,Norway,General public services,10858.893,5.55372
2355,2002,Norway,Defence,3897.152,1.99318
2356,2002,Norway,Public order and safety,2211.609,1.13112
2357,2002,Norway,"Recreation, culture and religion",2738.428,1.40055
2358,2002,Norway,"General economic, commercial and labour affairs",1183.65,0.60537
2359,2002,Norway,Other industries,79.035,0.04042
2360,2002,Norway,RandD Economic affairs,713.447,0.36489
2361,2002,Norway,Economic affairs n.e.c.,268.419,0.13728
2362,2002,Panama,Total function,2368.96,18.9968
2363,2002,Panama,"Agriculture, forestry, fishing and hunting",53.81,0.4315
2364,2002,Panama,"Mining, manufacturing and construction",10.6,0.085
2365,2002,Panama,Transport,61.24,0.49109
2366,2002,Panama,Fuel and energy,5.25,0.0421
2367,2002,Panama,Housing and community amenities,132.67,1.06389
2368,2002,Panama,Health,284.87,2.28439
2369,2002,Panama,Education,521.02,4.17808
2370,2002,Panama,Social protection,158.9,1.27423
2371,2002,Panama,General public services,992.85,7.96171
2372,2002,Panama,Public order and safety,84.56,0.67809
2373,2002,Panama,Economic affairs n.e.c.,63.17,0.50656
2374,2002,Peru,Total function,9604.886,17.52836
2375,2002,Peru,"Agriculture, forestry, fishing and hunting",334.25,0.60999
2376,2002,Peru,"Mining, manufacturing and construction",57.142,0.10428
2377,2002,Peru,Transport,493.832,0.90121
2378,2002,Peru,Communication,10.476,0.01912
2379,2002,Peru,Fuel and energy,50.502,0.09216
2380,2002,Peru,Housing and community amenities,99.929,0.18236
2381,2002,Peru,Health,1054.128,1.92372
2382,2002,Peru,Education,1761.015,3.21375
2383,2002,Peru,Social protection,2561.891,4.6753
2384,2002,Peru,General public services,1634.173,2.98227
2385,2002,Peru,Defence,1277.051,2.33054
2386,2002,Peru,Public order and safety,226.145,0.4127
2387,2002,Peru,"General economic, commercial and labour affairs",44.351,0.08094
2388,2002,Philippines,Total function,14379.277,17.05578
2389,2002,Philippines,Housing and community amenities,14.902,0.01768
2390,2002,Philippines,Health,280.775,0.33304
2391,2002,Philippines,Education,2429.968,2.88227
2392,2002,Philippines,Social protection,1741.004,2.06507
2393,2002,Philippines,General public services,5254.811,6.23292
2394,2002,Philippines,Defence,753.96,0.8943
2395,2002,Philippines,Public order and safety,972.762,1.15383
2396,2002,Poland,Total function,89997.794,45.20902
2397,2002,Poland,"Agriculture, forestry, fishing and hunting",915.924,0.4601
2398,2002,Poland,"Mining, manufacturing and construction",277.204,0.13925
2399,2002,Poland,Transport,4161.731,2.09058
2400,2002,Poland,Communication,96.813,0.04863
2401,2002,Poland,Fuel and energy,137.989,0.06932
2402,2002,Poland,Environment protection,1247.049,0.62644
2403,2002,Poland,Housing and community amenities,2633.312,1.3228
2404,2002,Poland,Health,8806.301,4.42371
2405,2002,Poland,Education,12226.371,6.14173
2406,2002,Poland,Social protection,36840.875,18.50645
2407,2002,Poland,General public services,12014.853,6.03548
2408,2002,Poland,Defence,3270.562,1.64292
2409,2002,Poland,Public order and safety,3939.184,1.97879
2410,2002,Poland,"Recreation, culture and religion",2150.228,1.08013
2411,2002,Poland,"General economic, commercial and labour affairs",818.621,0.41122
2412,2002,Poland,Other industries,125.244,0.06291
2413,2002,Poland,RandD Economic affairs,332.84,0.1672
2414,2002,Poland,Economic affairs n.e.c.,2.696,0.00135
2415,2002,Portugal,Total function,58951.643,43.94058
2416,2002,Portugal,"Agriculture, forestry, fishing and hunting",831.528,0.61979
2417,2002,Portugal,"Mining, manufacturing and construction",501.145,0.37354
